Poids,Poids1,nou1,r36a,r36ab,r36,q27_i1,q27_i2,q27_i3,q27_i16,q27_i13,n43_i4,n43_i5,n43_i6,nou10_i4,nou10_i2,q27_i8,q27_i17,q27_i14,q31,q32,nou10_i1,nou7
0.8754923,0.6645486,5,1,5,4,4,2,3,3,2,1,2,2,2,4,2,2,2,3,1,3,1
0.9962875,1.1008105,6,1,7,7,1,1,4,4,2,1,2,4,1,4,1,4,1,4,2,1,1
0.9962875,1.039987,9,1,9,9,2,2,4,2,3,1,2,3,1,4,4,1,2,4,2,3,2
1.0021291,0.8745937,8,1,9,9,1,1,1,4,1,2,3,2,2,4,1,2,2,4,3,2,1
0.941847,1.8288516,2,3,14,12,1,1,1,1,1,1,1,4,1,4,1,1,1,4,1,4,2
0.9412728,0.8565463,5,1,9,9,1,1,4,1,1,1,1,4,1,1,3,1,2,1,1,4,2
1.0500209,1.012236,7,1,7,7,4,2,3,2,3,3,3,2,2,3,3,2,3,2,1,3,1
1.0895385,0.6839095,5,1,5,4,1,2,4,1,2,2,2,3,1,2,1,1,1,2,1,1,1
0.9941979,2.073245,9,3,14,12,1,1,1,4,2,1,1,4,1,4,1,2,2,4,2,2,2
1.0049258,1.8110576,0,1,16,14,4,4,4,1,3,4,4,1,4,4,4,1,4,1,1,4,2
1.1465466,2.092418,99,3,14,7,3,3,4,2,2,3,4,2,4,4,2,2,1,2,3,3,2
0.919045,0.6109688,4,1,5,3,2,3,4,2,2,3,3,2,2,2,2,1,2,2,3,2,3
0.9273166,0.9717422,6,1,3,6,4,2,2,4,3,3,2,2,2,4,3,2,2,2,2,2,2
1.075412,1.0774506,99,1,3,9,1,1,4,1,1,1,1,3,1,3,2,1,1,3,2,4,2
0.9113895,0.5308229,4,1,4,6,4,5,4,1,2,3,4,2,4,4,5,2,5,2,1,4,2
1.0188279,0.6229826,3,1,4,4,4,3,4,2,2,4,4,2,4,4,2,2,3,3,1,2,1
1.0125592,1.0529199,4,1,3,7,2,3,4,3,2,3,4,2,2,4,3,1,3,1,1,4,2
0.9806578,1.1124212,5,1,3,9,3,1,4,1,1,1,2,2,1,4,1,2,1,1,1,2,1
1.0234985,1.0896642,8,1,7,7,1,1,3,2,2,1,2,3,1,4,2,3,2,2,2,2,2
0.9717745,0.9848656,8,1,7,14,2,1,2,4,2,1,2,3,2,3,1,4,2,4,2,2,2
1.0148205,0.8980221,7,1,8,7,2,2,3,4,3,2,3,3,2,2,2,3,2,4,2,1,1
0.942119,0.5836707,6,1,4,4,3,3,4,2,3,3,3,2,3,3,3,2,3,2,2,4,1
1.0716134,0.7914479,3,1,5,4,4,3,3,2,1,3,3,2,3,4,3,1,2,2,1,3,1
0.8774746,0.9439824,8,1,7,7,4,2,2,4,2,2,3,2,3,4,2,3,3,3,2,1,1
0.9493977,0.9212338,2,1,3,1,4,4,4,1,3,4,4,1,4,4,1,1,4,1,1,4,2
1.0762148,0.9453513,5,1,9,11,2,3,5,2,3,2,1,4,2,3,3,1,3,1,1,1,1
0.9303262,0.6559397,7,1,5,6,2,3,4,2,4,4,4,2,1,2,4,1,3,2,3,3,2
1.0565362,0.5306676,5,1,2,6,5,5,5,5,5,3,4,2,3,4,5,5,5,2,2,2,1
1.0684996,0.9015133,5,2,15,13,2,2,2,2,2,3,3,2,3,3,2,2,3,2,2,3,2
0.9190457,0.5324998,99,1,4,5,4,4,4,2,3,3,4,1,4,4,3,1,3,2,1,4,2
0.9189732,0.8410008,5,1,8,6,5,2,1,4,2,1,3,3,2,4,2,2,2,2,1,3,2
1.0932894,0.8516375,5,1,5,4,3,3,4,2,1,3,4,2,4,4,2,3,3,2,1,3,1
0.9967553,0.7781432,5,1,5,6,3,2,3,3,2,2,3,2,2,3,2,2,3,2,1,3,1
1.0128738,1.0158961,9,1,7,9,1,2,1,4,2,1,3,3,1,4,3,2,4,3,2,4,2
0.982778,0.7928768,7,1,5,7,4,3,2,4,2,4,4,2,2,4,1,2,3,3,2,2,1
0.9313255,0.9923916,99,1,7,7,1,1,4,3,2,1,1,3,2,4,2,2,3,2,1,4,3
0.9048989,0.7134424,5,1,5,4,2,2,4,5,3,1,3,4,5,4,3,3,2,4,2,3,1
0.9963954,1.033128,2,1,3,3,2,1,2,4,4,2,2,4,1,1,1,2,2,2,4,4,1
0.9744866,1.0446591,99,1,7,7,1,1,1,4,1,1,1,4,1,4,2,3,2,4,3,1,1
1.0176038,0.9511841,99,1,8,9,3,2,2,3,2,1,2,3,2,3,3,2,3,2,1,3,1
1.0320958,1.007811,8,1,7,9,3,2,3,3,1,2,4,3,4,4,1,2,2,3,2,2,1
1.0406986,1.1003873,8,1,7,7,1,1,2,3,2,3,3,2,3,4,3,2,2,3,2,3,1
0.9409599,0.8835958,5,1,9,7,3,1,4,1,1,1,5,4,5,4,1,1,3,1,1,4,2
1.0498099,1.0489575,0,1,3,3,3,3,4,1,2,3,4,1,3,4,3,2,3,2,1,3,2
1.074476,1.7812175,5,3,14,12,4,4,4,3,3,3,4,1,4,4,4,4,2,2,2,4,2
1.0629853,1.027597,0,1,3,2,1,1,3,2,3,3,3,3,2,3,3,1,3,2,1,2,2
1.0359062,0.98323,99,1,9,9,1,1,4,3,2,1,2,3,1,4,3,2,3,2,2,3,2
0.9879897,0.9185607,7,1,9,14,1,1,2,4,2,1,2,3,2,2,2,1,3,1,2,4,2
1.0289267,0.6138811,3,1,4,3,4,3,4,1,2,3,4,2,2,4,2,2,4,2,1,3,2
1.0095371,0.9975697,5,1,3,7,3,2,4,4,3,1,3,1,2,4,4,1,4,2,1,4,2
0.9201065,0.7001332,99,1,5,7,2,1,2,4,1,1,1,4,1,4,3,5,1,4,1,3,2
1.006741,0.7712964,99,1,5,7,4,2,4,2,1,4,4,2,4,4,4,2,4,3,2,3,2
0.9383906,0.5380238,99,1,4,4,4,3,4,3,2,3,3,2,3,4,3,1,4,1,1,4,2
1.0612968,0.5995384,5,1,4,2,2,3,4,1,2,3,3,1,3,3,3,2,2,2,1,3,2
1.0088798,1.0453969,10,1,9,9,1,1,4,4,1,1,1,4,1,1,2,2,2,3,2,3,2
0.9919351,1.8152335,99,3,14,12,2,1,2,4,2,1,1,4,1,4,2,1,5,3,1,4,2
0.9597225,1.081681,7,1,7,7,2,2,4,1,2,2,2,2,2,4,2,3,4,4,2,2,1
0.9744866,1.0446591,8,1,7,7,3,1,2,4,2,1,1,4,1,3,1,2,3,4,2,3,1
0.9744866,1.0446591,8,1,7,7,1,1,2,3,2,2,5,2,2,2,1,5,2,4,2,2,1
0.9967553,1.0700281,7,1,7,7,2,1,2,4,5,1,2,3,5,3,2,4,5,4,2,2,1
0.9730027,1.711928,7,3,14,12,4,3,4,2,2,2,4,2,3,3,1,2,3,3,2,2,2
0.9849337,0.7267051,5,1,5,7,1,2,4,2,1,1,2,3,5,4,2,3,2,4,1,4,2
1.0345162,1.8977057,99,3,14,12,4,4,4,1,4,4,4,1,4,4,4,1,4,1,1,4,2
1.167187,0.6883346,4,1,4,4,4,2,4,2,2,2,3,2,3,3,3,2,3,2,2,2,2
1.0124656,0.9073375,9,1,9,3,2,2,3,4,2,3,3,3,3,3,5,5,2,2,2,3,2
0.9106559,0.7109938,8,1,8,9,2,2,4,1,3,1,2,3,1,4,3,3,3,3,2,3,1
0.9370913,1.0494249,6,1,7,7,3,1,4,2,1,2,3,4,2,4,2,3,2,4,2,1,2
1.3818121,1.2174373,5,1,7,8,1,1,2,4,1,2,2,2,2,1,2,2,1,1,1,2,1
1.0664541,0.8111597,2,1,5,3,4,4,4,1,4,4,4,1,4,4,3,2,4,1,1,4,2
0.9046278,0.8329925,5,1,9,9,2,1,5,5,2,1,1,4,1,5,2,2,3,2,1,5,2
0.9825804,1.0818036,9,1,7,7,3,1,2,3,2,1,2,3,2,3,1,3,2,4,2,2,1
0.9875923,1.0412359,0,1,3,4,4,4,4,1,3,4,4,2,4,4,2,2,3,2,1,4,2
0.9967553,1.0700281,7,1,7,7,1,1,3,4,2,1,3,3,5,4,1,4,2,4,2,1,1
1.0326074,0.6200969,5,1,4,8,2,2,2,3,2,2,3,3,3,3,3,3,2,2,2,3,1
0.9918358,0.9429969,10,1,9,12,1,1,1,4,1,1,2,4,1,4,2,2,2,2,1,4,2
0.9941979,0.8174692,5,1,5,6,2,2,4,3,2,2,3,2,2,4,2,2,3,2,2,2,1
1.0172436,1.1132716,2,1,3,3,5,5,4,5,2,2,4,5,4,4,4,1,4,3,1,4,2
1.0328144,0.5761945,4,1,4,6,4,3,4,1,2,2,3,3,5,3,3,1,3,3,2,3,2
0.9742907,0.5497738,99,1,2,6,4,5,4,5,3,5,5,3,5,4,2,5,4,5,1,3,1
0.9740049,1.8070061,7,3,14,9,1,1,5,3,1,1,1,4,1,4,3,2,3,3,2,2,1
1.0232494,0.7687029,5,1,5,14,4,5,4,2,4,4,4,2,4,4,4,5,4,3,2,4,3
0.978601,0.7909683,4,1,5,4,4,2,3,3,3,3,4,2,3,4,3,3,3,3,2,2,1
1.0148205,1.0207522,8,1,7,7,1,1,1,2,4,1,2,4,2,4,2,2,3,4,3,1,1
1.1003183,1.0236824,5,1,9,9,1,1,1,4,2,1,1,4,1,4,2,1,1,1,1,4,1
0.8795698,0.7168695,5,1,5,6,4,3,4,2,3,3,2,1,3,4,2,3,2,3,1,2,1
0.9880807,1.0042783,99,1,9,9,1,1,3,2,1,1,3,2,1,4,3,2,1,2,2,4,2
0.9190652,0.5508141,3,1,4,4,3,3,4,2,3,3,3,3,2,4,4,2,3,2,1,3,2
0.9742907,1.0365295,7,1,7,7,2,1,5,4,2,1,5,4,2,4,1,2,2,4,2,2,1
1.0514162,0.9995968,99,1,9,9,4,1,3,3,1,1,1,4,1,4,4,1,1,3,1,4,2
0.885056,0.6406766,99,1,5,4,4,3,5,5,2,3,3,2,5,4,4,2,3,2,1,5,1
0.9559569,1.7827656,6,1,12,7,2,3,3,3,2,2,3,3,3,4,3,2,3,2,2,4,2
0.9590114,0.7477561,5,1,5,6,3,2,3,4,3,1,2,3,2,3,2,2,2,2,2,2,2
1.1188569,1.1689001,4,1,3,3,4,3,3,2,3,3,3,1,3,4,3,2,3,3,1,3,1
0.9878821,0.8939075,6,1,6,6,1,2,3,4,2,1,3,3,2,4,4,2,4,2,1,5,2
1.00974,0.9094577,6,1,9,9,2,1,3,2,4,1,3,2,3,3,2,2,4,2,1,3,1
1.0295452,1.7808614,8,3,14,12,3,3,3,2,3,3,3,2,3,3,3,3,2,2,1,3,1
1.0014563,0.6960146,5,1,5,5,2,2,2,2,2,3,2,3,2,4,2,2,2,2,2,4,1
1.0716134,1.1366506,0,1,3,3,4,2,1,4,2,1,2,2,2,4,4,1,2,1,1,4,2
1.0406986,0.8002211,3,1,5,4,4,3,4,1,2,3,3,2,3,4,3,1,3,2,1,4,2
1.4934647,1.3323369,10,1,9,9,1,1,1,4,3,1,1,4,1,4,3,1,2,4,3,4,2
1.0174482,0.7812489,5,1,5,4,2,2,3,2,2,3,2,5,5,3,3,5,5,2,1,2,1
1.0208451,0.7198036,5,1,5,7,5,5,4,2,2,3,4,2,4,4,1,5,2,4,2,4,1
0.9941979,0.8174692,5,1,5,4,3,5,4,3,5,3,4,2,4,4,4,2,3,2,2,3,2
0.9292797,0.9259238,7,1,7,7,4,3,3,4,3,3,3,2,3,3,3,3,2,2,2,3,1
1.0039381,0.9567822,10,1,9,9,3,1,2,3,3,1,3,3,2,4,3,1,2,2,2,3,1
0.986729,0.8190924,7,1,5,12,1,1,4,4,1,1,2,3,1,4,3,2,3,4,3,2,1
0.887686,0.6510831,5,1,5,13,2,3,4,1,4,3,3,2,2,4,4,4,2,4,2,2,1
0.9779275,0.9608518,10,1,9,9,1,1,1,4,2,1,1,4,1,2,2,1,2,3,2,3,2
0.885056,0.880997,5,1,7,1,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1
1.0107675,0.7781534,3,1,5,4,4,3,4,3,2,2,4,2,3,4,2,2,2,2,1,3,2
0.9744866,0.7596945,5,1,5,7,1,1,1,4,1,1,4,2,1,2,1,1,1,2,1,4,1
0.9742907,0.7537826,2,1,5,4,4,3,3,2,2,2,4,2,4,4,3,3,2,3,1,4,1
0.9851317,0.9514852,10,1,9,9,1,1,4,1,2,1,2,3,1,4,3,1,1,3,2,4,2
0.969677,0.7086613,3,1,5,4,3,2,2,3,2,2,3,3,2,4,2,3,2,3,1,2,1
0.9742907,1.0365295,8,1,7,7,3,3,5,5,3,2,4,2,5,4,2,3,5,3,2,2,1
0.9742907,0.9792578,4,1,9,9,2,5,4,5,2,2,2,3,5,5,2,2,5,2,1,2,3
0.9315128,1.000175,8,1,7,7,4,1,4,4,4,1,1,3,2,2,2,4,3,3,2,2,1
0.9313255,0.7216846,7,1,5,7,4,2,3,3,2,3,3,2,3,4,2,2,1,2,2,3,1
1.0326067,0.924294,99,1,9,9,2,1,2,5,5,1,2,4,1,5,3,5,5,5,1,3,3
0.9313255,0.7216846,4,1,5,4,4,3,4,2,3,3,4,2,4,4,3,3,4,3,1,3,2
0.9917358,0.7101668,3,1,5,4,4,3,4,2,2,3,3,3,3,4,3,3,2,1,1,3,1
1.0327435,0.9866223,9,1,9,9,2,2,1,4,2,1,3,3,2,4,2,3,2,2,1,2,1
1.0187538,0.7345877,6,1,5,12,4,3,4,2,3,2,5,3,2,4,1,2,4,5,1,2,1
0.8869581,0.4835757,2,1,2,3,4,2,3,4,3,3,2,3,2,4,3,1,1,1,1,3,2
0.9171699,0.6517876,8,1,5,13,3,2,3,3,2,3,3,2,3,3,2,3,2,2,1,2,1
0.9458172,0.7348452,5,1,5,4,3,2,3,3,2,2,5,2,3,4,2,3,2,3,2,2,1
0.9962875,0.5838684,5,1,2,2,2,2,4,5,2,5,5,3,2,3,5,1,2,2,2,3,2
1.1152655,1.0623989,99,1,9,7,2,2,4,1,2,1,3,3,2,3,4,2,2,3,2,3,2
0.9675895,1.0367205,4,1,3,4,4,3,4,2,1,3,3,2,2,3,2,2,4,1,2,3,2
1.4503937,0.949441,5,1,5,7,2,2,4,2,1,1,3,3,3,3,2,3,3,3,1,3,1
1.0610474,0.8396313,3,1,5,5,4,4,4,1,3,3,4,1,4,4,3,2,3,3,2,3,1
1.0125592,1.0529199,1,1,3,4,4,3,4,4,3,2,4,2,4,4,3,2,4,2,1,4,1
1.00974,0.700054,4,1,5,4,2,3,1,4,2,1,4,1,2,3,1,1,2,2,1,4,2
1.0127628,0.9599189,5,1,9,6,3,2,4,1,1,1,3,3,1,4,3,2,1,2,1,2,1
1.0565362,1.8452866,8,3,14,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
0.9897951,0.9083707,7,1,9,9,1,1,1,4,1,1,1,4,5,4,4,3,1,4,2,2,2
0.9836658,1.0583788,2,1,3,3,4,3,3,3,3,3,3,2,4,4,4,1,4,2,1,4,2
1.0287199,0.9847485,6,1,9,9,1,1,3,4,2,1,4,2,3,3,2,1,2,1,3,4,1
0.9544691,1.0268109,0,1,3,3,4,4,4,2,4,1,4,2,4,4,4,1,4,1,1,4,2
0.9858931,0.7612689,5,1,5,6,4,3,4,5,3,5,4,2,3,4,3,2,3,3,2,2,3
0.9735798,1.0963014,3,1,3,9,3,1,1,3,2,1,1,4,1,3,3,2,1,3,1,1,1
0.9725798,0.6010461,2,1,4,4,4,3,4,2,3,4,4,1,4,4,3,1,3,1,1,3,2
1.0465196,0.6977482,5,1,5,4,4,4,4,4,4,4,4,1,4,4,4,2,4,4,2,3,2
0.9185315,0.7429909,8,1,5,7,3,1,3,4,2,1,2,2,1,4,2,4,2,4,2,2,1
1.0441877,0.8336946,7,1,8,4,1,1,4,2,1,1,3,2,1,4,3,1,2,2,2,4,2
1.0025692,1.7364076,5,1,12,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2
0.9723843,0.5963687,8,1,4,4,4,3,3,3,3,3,3,2,3,4,3,2,3,2,1,3,2
1.0713258,1.1785209,3,1,3,13,3,5,3,2,3,3,3,2,5,3,3,2,3,2,1,3,2
0.9861838,0.9621285,6,1,7,7,4,3,4,2,2,2,3,3,3,4,1,3,3,4,2,2,1
1.011796,0.7641749,4,1,5,4,4,4,4,1,2,4,4,2,4,4,3,3,4,3,2,3,2
0.9655331,0.7979216,5,1,9,9,1,1,1,4,1,1,1,4,1,3,3,1,1,2,3,4,2
1.0373582,1.1547248,2,1,3,3,4,4,4,3,4,3,3,1,3,3,3,2,3,2,1,3,2
1.0387565,0.9844198,9,1,9,9,1,1,1,1,1,4,4,4,4,5,1,1,1,2,4,5,3
1.1101574,1.0392658,3,1,3,7,3,3,4,1,3,3,3,2,3,4,3,2,2,3,1,4,2
1.0476387,1.9006611,99,4,16,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3
1.0092409,0.6565577,5,1,5,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
1.0261487,1.0089371,5,1,8,11,2,2,4,2,1,2,3,3,3,4,4,1,3,3,2,4,2
0.9825804,1.0818036,5,1,7,7,5,5,2,4,2,2,2,2,5,3,5,2,2,5,4,5,3
1.0424488,0.6315666,5,1,4,6,3,2,4,3,1,3,2,2,2,4,4,2,3,3,1,3,2
0.9115734,0.8735973,3,1,8,5,3,2,2,4,2,2,3,3,2,2,3,2,2,2,2,2,2
0.9495504,0.9187354,9,1,9,9,1,1,1,2,1,1,1,4,2,2,2,2,1,3,2,3,2
1.0074412,0.9670072,99,1,9,7,4,1,4,1,2,1,4,1,2,4,3,1,1,1,1,4,2
1.0190327,0.9106138,5,1,6,4,1,4,2,3,2,2,4,2,1,2,1,1,2,4,2,3,2
0.9364147,1.0890883,3,1,3,3,3,2,3,2,2,3,3,2,3,3,3,2,2,1,2,3,2
0.967784,1.0448517,0,1,3,3,4,4,4,1,3,3,4,1,4,4,4,1,4,1,1,4,2
1.1152655,0.9530573,99,1,6,1,1,1,4,3,1,1,2,4,1,4,4,1,2,1,3,3,2
1.0988687,1.0359976,99,1,9,9,2,1,3,3,2,1,1,4,1,3,3,1,2,2,2,4,1
0.8993312,0.492072,6,1,2,6,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,1
1.1152655,0.989325,5,1,8,7,2,2,3,4,3,2,2,3,2,4,3,2,5,3,1,4,2
1.0684996,2.0428109,5,3,14,11,3,2,2,2,2,3,3,3,2,2,2,2,2,3,2,3,2
1.0373582,1.1547248,3,1,3,12,3,2,4,1,2,1,3,2,2,4,3,2,4,3,1,2,2
0.9578754,1.7107555,4,1,12,13,3,3,3,3,3,3,5,2,3,3,2,5,5,2,1,2,3
1.0575734,0.7647278,7,1,5,6,5,5,4,4,2,3,2,3,1,4,5,2,2,4,2,3,1
0.8439265,0.4558356,3,1,4,4,4,4,1,4,3,4,4,1,4,4,4,1,4,2,3,4,2
0.978601,1.0876638,9,1,7,7,1,1,4,2,1,1,2,4,1,4,1,3,2,4,1,2,2
1.0074412,0.7443526,99,1,5,2,5,5,5,5,5,1,2,5,1,4,5,5,5,2,2,3,2
0.954161,0.9436499,4,1,3,13,3,5,4,5,3,1,2,5,5,4,2,5,3,4,1,4,1
0.9559569,0.7029347,8,1,5,7,3,3,2,2,3,3,2,2,1,1,2,2,2,2,2,2,1
0.9962875,2.0302813,99,3,14,12,5,5,5,5,5,4,4,2,5,5,5,5,5,1,2,5,3
1.0803874,1.0305036,5,1,9,9,3,1,1,3,2,2,2,3,2,3,3,1,2,1,1,3,2
0.9829673,0.9285203,8,1,9,9,2,1,3,2,2,1,2,3,1,2,2,3,2,2,1,2,1
1.0318892,1.8697391,99,4,16,14,4,4,4,4,5,5,2,5,5,5,4,4,4,3,2,5,3
0.9956677,0.8792568,10,1,9,9,1,1,1,4,1,1,1,4,1,4,3,1,1,1,1,4,1
1.0061128,0.9561154,10,1,9,9,1,1,4,1,1,1,1,4,1,4,4,1,4,2,1,4,2
1.0109707,0.6301952,3,1,4,5,4,4,4,1,3,2,4,3,3,4,4,1,3,2,1,4,2
0.9851317,0.9514852,10,1,9,9,1,1,4,2,2,2,2,4,1,5,2,2,2,4,1,2,2
1.0074412,0.8574571,5,1,1,7,2,2,4,2,2,5,2,5,3,4,2,2,2,2,2,3,2
1.0033123,1.0946827,99,1,3,3,1,1,1,4,1,1,1,4,1,3,2,1,4,1,1,4,2
1.00974,0.700054,5,1,5,6,4,3,4,2,3,2,3,2,2,4,2,2,2,3,2,2,2
1.0092409,0.9429259,99,1,3,3,2,1,4,1,3,2,2,4,1,4,2,2,2,2,2,3,2
1.1186042,1.2396337,5,1,3,3,4,2,3,4,2,2,3,2,3,3,2,2,3,2,1,3,1
1.0382775,0.6264508,3,1,4,4,4,4,4,1,2,3,3,2,3,4,2,2,3,1,2,4,2
0.9442534,1.7295822,99,3,14,13,3,3,3,4,4,3,4,4,5,5,3,3,3,4,2,5,3
1.0565362,0.8143438,0,2,15,13,4,4,1,4,4,4,4,1,4,4,2,2,3,2,2,4,2
1.026248,1.8959004,7,3,14,3,4,4,4,1,3,3,4,4,5,5,4,1,4,4,3,5,2
1.0345306,0.9493263,99,1,9,7,4,2,1,4,2,1,3,3,3,4,1,1,2,2,2,3,2
0.9635037,1.0216733,2,1,3,3,4,3,4,3,2,2,3,2,3,3,4,1,4,1,1,4,2
1.0277032,1.1711788,4,1,3,13,4,2,4,5,2,3,2,2,1,4,2,3,1,2,1,3,1
0.9292797,0.9670396,7,1,3,4,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1
0.8772982,0.9366364,7,1,7,7,3,2,4,4,3,2,5,3,5,3,2,5,4,3,2,2,1
1.0543427,0.6265297,2,1,4,4,4,4,2,4,2,4,4,2,3,3,3,2,3,2,2,3,2
0.9647546,1.019263,99,1,9,7,1,1,4,1,1,1,4,4,1,5,1,1,1,3,2,3,2
1.0176038,1.0214409,5,1,9,9,1,1,1,4,2,1,2,3,2,4,2,1,3,5,1,4,2
0.8801697,0.9295639,99,1,7,7,2,1,3,3,2,1,1,4,5,4,2,1,2,2,2,5,1
0.9456271,1.0471467,1,1,3,3,4,3,4,1,2,4,4,2,4,4,3,2,4,1,1,4,2
0.8753163,0.9067121,7,1,7,7,2,1,2,3,1,1,3,4,2,4,2,2,2,2,2,4,1
0.9825804,1.0220304,99,1,9,9,1,1,1,4,2,1,1,4,1,4,4,1,4,1,1,4,2
1.0801702,1.0224843,9,1,9,4,2,1,1,4,2,1,1,4,1,4,2,1,2,3,2,2,2
0.8795698,0.9857703,8,1,7,7,3,1,2,4,2,1,2,3,2,4,1,2,2,4,2,2,1
1.0543427,1.0721618,99,1,7,6,4,2,4,3,2,4,4,1,2,4,1,3,2,4,1,2,1
0.9906348,0.7219486,6,1,5,7,4,3,3,4,2,3,3,3,3,3,3,3,3,3,2,2,1
0.9896391,0.706598,9,1,5,7,3,2,3,2,3,1,2,3,5,4,5,3,2,3,2,5,1
0.9825804,0.7867066,5,1,5,4,4,3,4,4,2,2,4,1,2,2,1,2,2,3,2,2,1
1.0146165,1.867975,99,3,14,12,2,1,1,4,1,2,2,3,1,1,1,1,2,2,1,2,2
0.9825804,1.0818036,8,1,7,8,3,1,3,2,1,1,1,2,1,3,2,4,2,3,1,2,1
0.8753163,0.659377,99,1,5,6,4,3,5,4,1,3,4,2,5,4,1,5,2,3,2,2,1
1.0693016,1.004459,99,1,9,14,1,1,1,4,1,4,3,4,5,5,5,4,2,4,3,5,3
0.8867798,1.6684486,5,1,16,14,3,5,3,2,2,2,3,3,5,4,2,2,4,2,2,5,1
0.88827,1.0375274,8,1,7,7,2,2,2,4,3,1,2,3,1,3,2,2,2,4,1,2,2
1.0261487,0.8339918,6,1,5,7,4,3,4,2,3,4,3,2,4,4,3,2,3,3,2,2,1
0.9113895,0.9487183,2,1,3,4,3,2,4,1,1,4,4,1,4,4,3,2,4,4,2,4,1
0.9784043,0.7848129,6,1,5,6,4,4,4,2,3,3,3,2,3,4,3,3,3,3,1,3,1
1.0095371,0.9975697,6,1,3,6,2,2,3,2,2,4,3,2,4,4,2,2,2,2,1,2,1
1.0063151,0.9636143,8,1,9,9,2,1,2,4,1,1,2,4,1,4,3,1,1,2,2,4,2
1.0007626,0.6459571,1,1,4,4,4,4,4,2,5,4,4,2,4,4,4,1,4,5,1,4,2
1.0289267,0.9242077,99,1,8,9,1,1,2,4,2,1,1,4,1,4,2,2,3,3,2,3,2
1.0176038,0.7862529,4,1,5,4,4,3,3,3,1,3,3,2,2,4,3,1,3,1,1,3,2
0.9781072,1.7421421,99,1,12,5,4,1,4,1,1,1,4,1,1,4,1,1,4,3,1,3,3
1.1257557,1.3211573,5,1,3,6,4,4,4,2,2,4,4,1,5,4,4,1,4,2,1,4,2
0.9568581,0.7452664,7,1,5,9,3,2,4,4,3,1,3,4,2,4,2,4,2,4,2,1,1
0.9770846,1.9086735,0,3,14,12,4,2,2,3,2,2,2,3,2,2,2,1,3,1,1,4,2
0.9578754,0.6745415,5,1,5,13,5,2,4,2,3,3,3,2,2,3,3,2,3,2,1,3,2
0.9364753,0.6585491,5,1,5,7,2,4,4,2,3,4,4,1,3,4,2,3,3,2,2,3,3
0.9918358,0.9429969,5,1,9,9,1,1,3,4,1,1,1,1,2,4,3,1,1,2,1,3,2
0.936287,0.9384257,99,1,3,13,2,2,4,1,2,2,4,2,4,4,3,1,4,1,1,4,2
0.9364753,0.9457858,3,1,3,13,1,1,4,1,2,1,1,4,1,4,4,1,4,1,1,4,2
0.9444432,0.6873135,6,1,5,7,4,4,4,2,4,1,4,1,4,4,4,4,4,4,1,2,1
1.1431246,1.9824232,5,1,12,6,4,4,4,1,2,4,4,1,4,4,4,1,4,3,1,2,2
0.9813535,0.485001,4,1,2,6,4,3,4,2,2,3,4,2,3,3,2,2,4,2,2,3,2
0.8771341,0.9276282,99,1,9,13,3,1,3,2,2,1,2,3,2,2,4,3,1,2,3,3,2
0.8916025,0.908878,8,1,7,13,4,2,4,1,3,4,4,2,2,4,3,2,3,3,2,4,2
0.9537259,0.653511,5,1,5,4,4,4,3,3,1,3,4,1,3,4,2,1,3,1,1,3,2
1.0329912,0.6993571,4,1,5,4,1,1,4,1,1,1,1,4,1,4,4,1,2,1,1,4,2
0.9329835,1.0942272,5,1,3,4,2,2,4,3,1,2,2,2,1,4,2,2,1,2,2,2,2
0.9192013,0.8336375,10,1,8,8,1,1,1,4,1,1,1,4,1,3,1,3,2,4,1,2,1
0.9784043,0.6306424,3,1,4,4,4,4,4,3,4,4,4,2,4,4,4,2,4,2,2,4,2
1.3705772,1.3855498,99,1,3,3,3,2,1,4,1,4,4,1,4,4,1,4,2,2,1,1,1
0.9467089,1.0713416,7,1,7,7,4,2,4,4,2,3,3,2,3,4,2,4,2,4,2,1,1
1.0281681,0.8327312,99,1,1,11,1,2,2,1,4,2,4,2,2,2,1,1,2,2,2,4,3
0.9846447,0.9445568,7,1,7,7,1,2,2,4,1,1,3,3,2,4,2,1,2,1,1,3,2
1.0489923,1.9751434,99,3,14,7,3,1,4,2,2,1,2,4,2,4,3,1,3,3,1,4,2
1.1335257,0.7930261,5,1,5,7,1,1,4,1,2,1,2,3,1,4,2,3,2,3,2,2,2
1.2678313,2.1576145,10,3,14,7,2,1,1,4,1,1,2,3,1,3,1,3,2,4,2,1,1
0.9744866,1.0446591,7,1,7,7,2,1,2,3,2,1,1,4,1,5,1,2,2,4,1,2,1
1.0361273,0.5458208,5,1,2,5,4,2,3,3,3,2,3,2,1,4,3,2,3,2,1,3,2
0.9113895,0.660591,5,1,5,11,5,1,1,5,5,2,5,3,2,3,5,5,5,3,1,3,1
1.4462405,1.4194,2,1,3,3,4,4,4,1,2,4,3,2,4,4,4,3,3,1,1,4,3
