Poids,Poids1,nou1,r36a,r36ab,r36,q27_i1,q27_i2,q27_i3,q27_i16,q27_i13,n43_i4,n43_i5,n43_i6,nou10_i4,nou10_i2,q27_i8,q27_i17,q27_i14,q31,q32,nou10_i1,nou7
1.0359062,0.7568401,4,1,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1
1.0188279,1.1134317,4,1,3,4,4,4,4,1,3,4,4,1,4,4,3,1,3,3,1,3,2
0.8754923,0.6645486,2,1,5,4,4,1,2,3,3,1,2,3,2,4,3,2,2,2,2,3,2
0.879012,0.6865211,5,1,5,6,4,3,4,1,2,3,3,2,3,4,3,3,3,3,2,3,1
1.0751959,0.7443888,5,1,5,3,4,4,4,1,4,3,4,1,4,4,3,2,4,2,1,4,1
1.0261052,0.6551989,6,1,4,4,4,3,4,3,1,3,4,2,3,3,2,3,4,2,2,2,1
1.0213916,1.0631242,10,1,7,7,1,1,1,4,2,1,1,4,1,3,1,4,1,4,3,1,1
1.0107675,1.0109185,8,1,9,9,1,2,2,4,2,2,2,3,2,4,3,3,3,4,2,2,1
0.9744866,1.0446591,9,1,7,7,2,1,3,4,2,1,1,4,2,3,2,2,2,4,2,2,1
0.9744866,0.7596945,4,1,5,4,2,1,2,4,2,1,2,4,1,2,3,1,4,3,1,3,1
1.0730565,1.1143602,5,1,9,9,2,1,1,4,1,1,1,3,1,4,3,1,3,3,2,2,1
0.9847665,0.572487,1,1,4,4,4,4,4,2,3,5,4,2,2,3,3,1,3,1,1,3,2
0.8869581,0.9117213,7,1,7,6,4,1,3,4,1,2,2,3,4,4,2,2,3,3,2,2,1
0.967784,1.0448517,0,1,3,3,4,4,4,2,4,4,4,1,4,4,4,1,4,1,1,4,2
1.0565864,0.8064334,3,1,5,4,3,2,4,3,2,2,3,3,3,4,2,2,3,2,2,2,1
0.9372797,0.7691457,4,1,5,4,4,4,3,4,2,3,4,1,4,4,3,3,4,5,4,3,3
0.982778,1.0902883,7,1,7,9,1,2,3,3,2,1,2,3,2,4,2,2,3,2,1,3,1
1.0359062,0.98323,8,1,9,12,1,1,2,3,1,1,2,3,1,3,1,2,2,3,2,3,1
0.9967553,1.0700281,8,1,7,7,1,1,1,3,2,1,1,4,2,4,2,3,2,4,2,2,1
0.9742907,1.0365295,8,1,7,7,4,3,3,3,2,2,4,1,4,4,1,4,3,4,2,1,1
0.923717,0.7510818,3,1,5,4,4,4,4,2,3,4,4,2,4,4,3,3,4,3,1,3,1
0.982778,1.0300461,6,1,9,9,2,1,2,4,1,1,1,4,2,3,1,4,3,4,1,2,1
0.9458172,1.0104886,5,1,7,6,1,2,2,3,3,3,2,3,3,4,2,2,2,2,2,3,1
1.0347681,0.7713441,6,1,5,6,1,2,5,5,1,2,5,3,2,4,1,3,3,3,1,1,1
1.0119994,0.7701684,7,1,5,6,2,2,3,3,3,1,2,1,1,1,2,2,2,3,1,3,1
0.9849337,1.043669,5,1,3,4,4,3,4,3,2,3,2,2,4,4,3,1,3,2,1,2,2
0.9744866,1.0446591,8,1,7,7,3,2,3,4,2,2,3,2,4,4,2,4,3,4,2,4,1
1.2258328,0.6834631,3,1,4,4,4,3,4,4,3,1,3,1,5,4,4,1,4,3,1,1,1
0.9780254,1.8496037,1,1,13,4,2,3,4,2,1,3,2,2,3,4,2,2,2,2,1,3,1
0.959999,0.8513619,5,1,6,6,3,2,3,4,2,2,2,2,2,3,3,2,3,2,1,3,1
0.9825804,1.0818036,7,1,7,7,3,2,2,4,2,1,2,3,1,4,1,2,3,4,2,1,1
0.8869581,0.9522064,1,1,3,3,4,4,3,1,2,3,4,2,4,4,4,1,4,1,1,4,2
1.0626799,0.9858434,8,1,8,3,2,2,4,2,2,3,4,3,2,4,3,1,4,2,1,4,2
0.9588442,0.6543365,6,1,5,7,4,3,4,4,2,2,4,2,2,4,3,3,4,3,2,2,1
0.9967553,0.7781432,9,1,5,7,1,1,2,3,2,1,2,3,2,2,1,4,1,2,1,2,1
0.9941979,1.1740215,4,1,3,6,3,3,3,2,3,3,3,2,3,4,3,3,4,2,1,3,2
1.0069435,1.0689313,99,1,7,7,4,2,4,2,2,2,3,2,2,3,3,4,2,3,2,3,2
0.9937002,1.0469221,1,1,3,3,4,4,4,2,3,1,4,1,4,4,4,4,4,1,2,4,2
0.9501263,0.9635275,7,1,9,6,2,1,2,3,3,1,2,2,2,4,3,1,2,2,1,2,1
0.9887996,0.8492517,8,1,9,9,2,1,2,2,2,1,3,1,1,2,2,1,4,2,2,2,2
1.0046561,0.9618654,7,1,9,9,1,2,3,3,2,2,3,3,3,2,3,3,3,3,2,3,1
0.9740049,1.8070061,7,3,14,9,2,1,3,5,2,1,1,4,1,4,3,2,3,3,2,2,1
1.0162362,0.9143281,8,1,9,7,2,2,4,3,2,2,3,3,3,4,3,1,3,3,2,3,2
0.9458172,0.7348452,5,1,5,4,4,3,4,1,2,3,4,1,4,4,2,2,2,2,2,2,1
0.923717,1.904875,99,3,14,12,2,3,4,2,2,2,4,3,3,4,2,1,3,2,2,2,1
1.0032817,0.9351683,9,1,7,7,2,1,4,2,2,1,2,3,3,4,1,2,2,3,2,2,2
1.0276132,0.9398478,1,1,3,3,4,4,4,1,2,4,4,1,4,4,4,1,3,1,1,4,2
0.9717745,1.8164382,5,3,14,7,3,2,2,3,2,2,3,3,2,4,2,3,2,2,2,3,1
0.9780254,1.8496037,7,3,14,12,4,1,4,2,1,1,2,3,1,4,2,2,1,3,1,1,1
0.9456271,1.002625,8,1,7,6,2,1,3,3,1,1,2,4,2,3,1,2,2,4,2,2,1
0.8869581,0.9117213,8,1,7,7,2,1,3,4,2,2,1,4,2,4,2,2,3,3,1,2,1
0.9550814,0.7235313,5,1,5,6,2,2,4,1,1,2,2,1,3,3,3,2,4,3,1,2,2
0.9961232,0.9681091,9,1,9,6,3,1,3,4,2,1,4,3,2,3,2,2,3,2,2,3,2
0.923717,0.9086352,99,1,8,8,5,2,1,4,2,2,2,3,5,4,3,2,3,3,1,3,1
0.996555,1.0617011,8,1,7,7,4,3,4,3,4,2,4,2,3,4,2,4,3,4,2,2,1
1.1518509,0.700958,3,1,4,4,4,4,4,2,3,4,4,2,4,4,4,2,4,1,1,4,2
1.0761379,0.8240288,7,1,5,7,4,4,4,2,2,3,3,2,3,3,2,4,3,2,2,2,1
0.904717,1.0166481,2,1,3,3,3,3,4,2,2,3,4,2,3,4,1,2,3,3,2,4,1
0.9458172,1.0104886,5,1,7,7,1,1,1,4,1,1,1,3,1,3,1,1,2,3,2,2,1
1.0167127,1.0793195,5,1,9,9,2,3,5,1,3,1,3,2,4,1,1,3,1,5,4,4,1
0.9941979,1.1740215,2,1,3,3,4,4,4,2,2,4,4,2,4,4,3,1,2,2,1,4,2
0.9440905,1.7649451,7,1,12,7,2,2,3,2,2,2,3,3,2,2,3,2,2,3,2,3,2
1.0397669,2.0306871,99,3,14,13,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2
0.9644403,0.6206613,3,1,4,4,4,3,4,3,2,3,4,2,5,4,3,2,3,1,1,5,2
1.0533414,0.8098541,4,1,5,4,3,3,4,2,2,2,3,2,2,3,2,2,3,3,1,3,2
0.9734838,0.9930111,0,1,3,3,4,4,4,2,3,3,3,2,4,4,4,1,3,1,1,4,2
1.0339859,0.5951409,2,1,4,4,4,4,4,1,2,1,4,1,3,4,2,1,4,2,1,4,2
0.982778,0.7928768,7,1,5,7,3,3,3,3,2,2,2,2,3,3,2,3,2,3,2,2,1
0.9780254,0.9474371,9,1,9,7,1,1,3,4,2,1,2,4,1,3,1,1,3,3,1,2,1
0.9467089,1.0121465,7,1,9,9,5,1,5,3,2,1,2,4,5,4,2,2,5,3,1,3,1
0.9260609,0.937589,7,1,7,7,1,1,3,2,2,1,1,2,5,5,2,2,2,3,2,2,2
0.969677,0.9206397,7,1,9,9,1,1,1,1,1,1,4,4,1,1,4,1,1,4,2,2,2
1.1137046,1.9522984,5,3,14,12,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3
1.0306922,1.0414442,7,1,3,7,1,1,4,2,1,1,1,1,1,2,4,1,1,1,2,2,1
0.9721754,1.0833541,8,1,7,7,1,1,1,3,1,1,5,2,5,3,1,2,2,3,1,3,1
0.9744866,0.9190546,4,1,8,6,5,2,5,2,2,2,2,2,2,4,3,2,3,3,1,5,2
1.1032143,1.1019846,10,1,9,9,1,1,3,4,2,1,2,4,2,3,3,1,3,2,1,4,2
0.9941979,0.9889486,6,1,8,13,2,2,3,2,3,2,4,2,3,4,2,2,2,2,1,3,2
1.0565864,2.0452564,99,3,14,11,5,2,5,3,2,1,2,3,2,3,3,3,5,3,2,2,1
0.9742907,1.0365295,7,1,7,11,3,2,2,3,5,2,3,5,2,4,3,2,2,4,4,2,2
1.0125592,1.8593875,6,1,16,14,4,5,5,5,3,2,3,2,5,4,2,5,5,3,2,5,3
0.9419413,0.7110386,4,1,5,4,4,2,4,2,3,4,3,1,3,4,2,3,4,2,1,1,1
0.8844896,0.8595368,8,1,7,7,3,2,3,3,2,1,3,2,3,3,2,3,3,3,2,2,1
1.0422496,2.1205809,99,3,14,12,2,1,4,2,2,5,4,3,1,4,3,2,3,3,4,4,3
1.006741,1.9561427,99,4,16,14,2,3,3,3,2,5,3,2,4,4,3,2,3,3,1,3,1
0.9610779,0.9159081,99,1,9,4,2,2,2,2,2,3,3,1,1,1,2,2,1,2,1,2,1
0.9744866,1.0446591,7,1,7,6,2,2,4,2,2,2,3,5,1,4,2,5,5,3,2,2,1
0.9411491,0.9844648,99,1,3,4,4,2,3,3,2,3,3,1,3,4,3,2,3,1,2,4,2
0.9660858,0.7764025,6,1,5,7,4,2,4,2,3,1,3,2,4,4,2,3,2,3,2,2,2
0.9908339,1.0005407,8,1,7,7,2,1,1,4,2,1,4,3,1,4,2,3,3,4,2,1,1
0.9113895,1.6753745,3,1,12,11,4,3,4,2,2,4,3,2,3,4,3,2,3,2,2,3,2
0.8797467,0.9935017,6,1,7,7,3,1,3,3,2,1,2,4,2,4,1,4,2,4,2,1,1
0.923717,1.0328158,8,1,7,7,2,1,3,3,1,2,3,3,2,4,2,3,2,3,2,2,1
0.9885104,0.9062949,5,1,9,9,2,2,3,2,2,1,3,3,2,4,3,2,2,2,1,3,2
0.923717,0.7510818,7,1,5,6,4,2,4,4,2,2,4,3,2,4,3,3,3,4,1,2,1
0.9421307,1.0291785,0,1,3,4,4,4,4,5,2,2,4,2,4,4,4,1,4,1,1,4,2
1.0037363,0.9493365,99,1,9,9,2,2,3,3,2,1,3,3,3,4,3,2,2,2,1,4,2
1.0804024,0.7746643,99,1,5,7,3,3,3,3,2,3,3,2,3,4,5,3,3,2,4,2,1
0.996555,0.7720877,5,1,5,4,3,2,3,2,3,2,3,2,2,3,3,3,3,3,1,3,1
0.9919351,0.9298314,6,1,9,9,2,1,2,4,2,1,2,4,1,3,2,2,1,2,2,2,2
0.9694821,1.7833028,99,1,12,11,4,2,4,2,1,3,4,4,3,4,4,1,2,2,1,4,2
1.059332,0.9921203,10,1,9,9,2,1,4,4,2,1,2,3,2,4,4,2,4,3,2,3,2
0.9657819,1.0406569,2,1,3,3,1,1,1,3,1,1,2,4,1,3,2,1,1,1,1,4,2
1.0664212,0.795058,4,1,5,4,4,4,4,2,2,3,4,2,3,4,3,3,2,3,1,2,2
1.1702092,1.1712196,5,1,9,9,2,1,1,4,1,1,4,4,1,4,1,1,4,1,1,4,2
1.0388494,1.0944054,9,1,7,7,1,2,1,4,1,1,2,3,2,4,2,3,2,3,2,2,1
0.9780254,0.9474371,99,1,9,9,1,1,4,2,2,1,1,3,1,3,4,1,1,2,1,4,2
0.9312888,0.6892563,5,1,5,4,1,1,2,4,2,1,2,3,1,3,1,2,2,3,1,3,2
1.0047238,0.708533,6,1,5,6,4,3,4,3,2,3,4,2,4,4,3,2,4,2,2,4,2
1.0386405,0.7896774,5,1,5,6,4,1,4,5,2,1,5,3,5,3,2,5,5,2,1,2,1
0.8948169,1.5944886,8,3,14,13,2,1,4,2,3,2,3,2,3,4,4,2,2,3,2,3,3
1.0153365,1.688108,99,4,16,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3
0.9735798,0.7633529,3,1,5,13,3,3,3,2,2,3,3,2,4,4,2,2,3,2,2,3,1
1.008157,1.8751661,99,3,14,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2
0.9412728,0.8565463,9,1,9,9,2,1,2,4,1,1,1,4,2,4,2,3,3,4,2,2,1
1.0410712,0.8482105,6,1,9,7,5,5,4,5,3,5,3,2,5,4,4,3,4,3,3,4,2
1.0151798,1.0353473,7,1,7,8,2,2,3,5,2,2,5,3,2,4,3,3,5,5,4,2,1
0.968088,1.0405198,6,1,7,6,2,1,3,4,2,2,2,3,1,4,3,4,1,4,2,1,1
1.0213916,1.9607744,5,1,12,7,4,2,4,4,1,2,1,2,2,4,1,1,3,2,1,3,2
0.9402872,1.0133104,0,1,3,3,4,4,4,3,3,4,4,1,4,4,4,1,4,1,1,4,2
0.9719698,0.7218289,5,1,5,6,4,2,4,4,2,1,3,2,5,4,3,2,2,3,1,5,1
1.0178083,0.7924196,5,1,5,4,3,2,3,3,2,3,3,2,2,3,3,1,3,2,1,3,2
0.9691977,0.8634379,5,1,9,9,1,1,4,4,1,1,4,4,1,4,1,1,2,4,2,1,1
0.968088,1.0867243,4,1,3,4,1,1,1,4,2,1,2,2,1,4,2,1,1,2,1,3,2
1.0318882,0.9999681,8,1,7,7,3,2,1,4,2,1,2,5,4,2,1,3,2,4,2,1,1
1.0190327,1.0150859,10,1,9,9,1,1,1,4,1,1,1,4,1,4,1,1,4,3,2,2,2
0.9635907,0.9583699,5,1,9,9,3,1,2,4,1,1,2,4,2,4,1,1,4,1,1,2,1
0.9967553,1.0700281,8,1,7,9,2,1,1,4,2,1,1,4,1,3,2,1,3,3,1,2,1
0.9744866,0.9869382,8,1,9,9,2,2,3,3,1,1,2,4,1,3,2,3,3,3,2,2,1
1.0172436,0.7751692,5,1,5,6,2,2,3,3,2,5,3,2,3,4,2,2,3,3,1,3,2
0.968088,0.7566844,4,1,5,4,4,4,4,3,3,3,3,2,3,3,2,2,3,2,1,5,2
1.008677,1.0372616,6,1,9,7,3,2,3,3,3,2,3,2,5,4,3,2,5,3,2,3,1
0.9939812,1.0087825,8,1,7,7,4,2,3,4,1,1,3,2,2,3,2,3,2,4,2,1,1
0.9211462,1.7958452,8,3,14,14,2,2,3,3,2,2,5,3,2,4,2,5,2,2,1,2,3
0.9870394,0.6676564,4,1,5,4,3,3,3,3,1,3,3,2,3,2,3,2,2,3,1,3,2
0.9682826,1.0486807,7,1,7,7,4,1,4,4,1,3,1,4,3,4,2,4,2,3,2,2,1
1.0565864,1.1581722,1,1,3,3,4,4,4,1,3,3,4,2,4,4,3,1,4,1,1,4,2
1.411278,2.6429679,2,3,14,6,4,3,3,4,2,1,2,2,1,4,2,1,3,3,1,3,2
1.0331533,0.9161054,99,1,8,9,3,2,3,3,3,5,3,5,5,4,3,1,2,3,1,4,2
0.9878821,0.7670262,99,1,5,4,4,4,2,2,4,3,3,3,2,2,4,2,4,2,3,2,2
0.978601,1.0876638,10,1,7,7,1,1,3,2,2,1,1,4,1,4,1,1,2,1,1,4,2
0.9889991,0.5742207,99,1,4,4,1,1,1,4,1,1,1,4,2,4,3,1,1,2,1,3,2
0.982778,1.0300461,9,1,9,9,1,1,1,4,2,2,3,3,1,3,2,2,2,2,1,1,1
0.8877055,0.7568575,99,2,15,11,1,2,4,2,1,2,4,2,2,4,2,2,2,4,2,4,1
0.923717,1.0328158,4,1,7,7,4,3,3,4,3,3,3,2,2,4,2,2,3,3,2,2,1
0.9525059,0.6904893,5,1,5,7,2,2,2,4,3,2,2,3,2,4,2,2,2,3,2,3,1
0.8795698,1.0295436,0,1,3,4,1,1,4,1,1,1,2,4,1,2,1,1,3,1,1,2,2
1.0490185,1.8479482,5,1,13,12,1,2,4,2,2,2,2,3,2,3,1,2,3,3,2,3,2
1.3005354,1.3084538,5,1,3,12,4,4,4,3,3,2,3,3,3,2,4,3,3,4,2,4,2
0.9903259,0.7201989,4,1,5,4,4,3,4,2,3,3,3,2,3,4,3,3,4,4,4,3,1
1.021143,1.031301,10,1,7,7,2,1,1,4,2,1,1,4,2,3,1,4,2,4,3,2,1
0.9961944,0.7961144,99,1,8,6,3,2,4,2,3,3,3,3,2,4,3,2,3,3,2,3,1
0.9792954,0.5213462,7,1,2,9,3,2,2,1,2,1,3,1,3,3,2,1,2,2,2,3,2
0.8753163,0.9067121,6,1,7,7,2,1,1,4,2,1,2,3,1,2,4,2,2,3,2,2,1
0.9636001,0.9645772,8,1,7,7,2,2,3,4,3,1,2,4,2,3,1,3,4,4,2,1,1
0.8897585,0.4946297,2,1,2,5,3,3,4,3,2,3,3,2,3,3,3,2,3,2,2,4,2
1.0190327,0.7813612,4,1,5,3,3,4,4,2,2,1,4,1,3,4,4,4,1,2,1,2,2
0.9456271,1.002625,5,1,7,7,5,1,1,4,1,1,2,4,1,4,1,5,2,4,2,2,1
0.9661937,0.5433812,3,1,2,2,3,3,3,2,2,2,3,2,3,4,2,2,2,2,1,3,2
0.9798365,1.70402,99,1,12,11,2,1,4,1,1,1,1,3,1,4,4,1,1,2,3,4,1
0.9561491,0.857058,7,1,8,7,3,2,5,3,5,2,3,3,2,4,3,3,5,3,2,2,1
0.8772982,1.7274865,99,1,12,11,3,3,3,2,2,3,3,2,3,3,3,2,4,5,1,3,3
1.0716134,0.7914479,7,1,5,7,3,3,2,3,2,2,3,2,2,3,2,3,2,3,2,2,1
1.0318445,0.7109596,7,1,5,7,2,2,2,4,2,1,2,4,2,4,1,3,3,4,2,2,1
1.0761379,0.8240288,4,1,5,4,4,3,4,2,3,4,4,2,4,4,3,3,4,3,1,3,1
0.9879897,0.9722826,7,1,7,7,4,2,3,4,3,1,3,2,2,4,2,3,2,3,2,1,1
0.9983274,1.74973,99,3,14,13,4,3,2,3,2,3,3,2,3,4,4,1,3,1,2,4,2
0.9303262,0.8521477,8,1,9,13,1,2,2,4,2,1,2,4,2,3,3,2,3,4,2,3,1
0.8730558,0.8615187,9,1,7,7,3,1,4,2,2,2,1,3,2,4,2,3,2,3,2,2,1
0.9372797,0.6180528,2,1,4,5,4,3,4,2,3,2,4,2,4,4,3,2,4,2,1,3,2
0.965133,0.8348499,6,1,6,6,2,2,4,1,2,2,2,3,2,4,3,2,2,3,2,3,2
0.9716848,1.7304053,10,3,14,9,2,1,4,1,1,1,2,4,1,4,1,2,2,4,1,1,1
1.054629,0.883385,6,1,8,7,2,2,3,3,3,4,3,3,2,4,2,2,3,2,2,2,1
0.9777727,1.8126128,5,3,14,12,1,1,4,4,2,1,1,4,1,4,1,1,1,2,1,4,2
1.026877,0.9001207,99,2,15,11,1,1,1,3,2,2,1,2,4,3,2,2,3,3,2,4,1
0.9875724,1.014161,5,1,7,7,4,3,1,4,1,4,4,1,4,3,1,4,3,4,2,4,2
0.9495674,0.800562,99,1,8,8,1,1,4,2,2,1,2,4,1,4,3,5,3,1,1,4,2
0.8797467,0.9935017,9,1,7,7,3,2,2,4,2,1,2,3,2,3,2,4,2,3,2,1,1
0.9467089,1.0713416,6,1,7,7,4,2,3,4,2,2,3,3,3,4,1,4,5,4,2,2,1
1.0386405,1.0858887,9,1,7,7,1,1,4,3,1,1,2,4,1,2,1,2,2,2,2,4,2
1.0304812,2.2022221,5,3,14,12,1,1,4,1,2,1,1,4,4,4,2,2,4,2,1,4,2
1.0190327,0.7813612,5,1,5,6,4,4,4,2,3,4,4,1,3,4,3,2,3,2,1,3,2
0.968088,1.0405198,7,1,7,7,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,3,2
0.96628,1.0165548,3,1,9,9,2,2,1,4,2,2,2,3,1,1,1,2,1,3,1,1,1
0.9597764,0.7104465,5,1,5,4,4,4,4,2,3,4,4,2,4,4,1,3,2,2,2,2,1
1.0189446,1.0435705,99,1,3,4,2,2,2,3,2,2,2,3,2,3,2,1,3,2,2,2,2
0.9970823,1.0852076,99,1,7,7,2,2,3,4,2,2,2,4,1,4,3,2,2,3,2,3,1
0.8795698,0.9857703,5,1,7,7,1,2,1,4,1,1,3,2,2,4,2,3,2,3,2,3,1
0.9139059,0.9738429,0,1,3,3,4,4,4,1,3,4,4,1,4,4,3,1,4,2,1,4,2
1.0345511,0.8520138,99,1,8,8,1,1,4,1,3,1,2,3,3,3,3,3,2,2,2,3,2
0.8797467,0.722492,5,1,5,4,4,2,4,3,1,2,2,4,2,4,2,1,2,2,1,3,2
1.0264724,0.95544,99,1,3,9,5,1,4,5,5,2,3,2,1,4,5,5,3,1,2,3,2
1.056374,1.1003003,5,1,7,7,3,2,3,3,2,2,5,3,2,5,3,5,2,2,3,2,2
1.0388494,0.639528,0,1,4,4,4,4,4,1,3,4,4,1,4,4,4,1,4,1,1,4,2
1.3775704,2.4109046,5,3,14,12,3,3,3,3,2,2,3,3,2,3,1,3,3,2,1,2,1
0.9364864,0.8407709,5,1,8,4,1,1,4,2,3,1,1,4,1,4,3,1,3,2,1,3,2
1.0404894,0.7939937,5,1,5,6,4,5,4,2,3,2,2,3,2,4,2,5,2,4,1,2,1
0.9780254,0.9474371,9,1,9,9,4,1,4,1,2,1,2,4,1,4,2,1,3,3,2,4,2
0.982778,1.0300461,99,1,9,7,1,1,2,2,2,1,1,4,1,2,2,3,2,4,2,2,1
1.0257041,0.9738023,8,1,8,8,2,1,3,3,2,1,2,4,1,3,2,2,2,2,2,2,1
1.0049258,0.9819483,8,1,7,7,3,1,3,3,2,1,1,3,1,3,2,3,1,3,2,1,1
0.9442639,0.9616978,8,1,9,9,1,1,1,4,3,1,2,4,1,4,2,1,1,3,2,2,2
1.0250468,1.0484027,7,1,7,7,4,2,3,3,2,2,4,2,3,4,3,3,2,4,2,3,1
0.9396975,0.9363042,7,1,7,7,2,2,4,5,2,2,2,3,2,4,2,3,2,2,1,2,1
0.9409599,0.5465371,2,1,4,4,2,3,3,4,2,1,2,2,3,3,3,1,3,3,2,2,2
0.9754995,0.9951747,3,1,3,3,4,4,4,1,2,3,4,2,4,4,4,1,3,1,1,3,2
1.0058795,0.9842253,99,1,7,7,2,2,5,5,2,2,5,3,2,4,5,2,2,1,4,4,2
1.1431254,1.1014163,7,1,9,7,1,1,3,3,4,1,1,4,1,4,3,2,2,2,1,4,2
0.9780254,0.7292886,4,1,5,6,4,2,3,3,3,3,3,3,3,3,2,2,3,3,1,3,1
1.0298135,1.740006,99,3,14,12,4,2,4,2,1,2,2,2,2,4,3,2,3,2,1,3,2
0.8795698,0.5760459,3,1,4,4,4,2,3,3,1,3,3,2,2,4,2,1,3,3,1,3,2
0.9928902,0.9847094,9,1,9,9,1,1,1,4,2,1,2,3,1,3,2,2,2,3,1,2,1
1.0252528,1.9487884,5,1,12,4,3,3,3,2,3,4,4,2,3,4,3,2,3,2,2,3,1
1.026355,0.8405328,3,1,5,4,3,5,4,5,2,3,3,2,4,4,2,2,2,3,1,5,1
0.9495674,0.8596935,5,1,9,9,1,1,4,5,1,1,1,4,1,4,3,3,4,1,2,4,1
1.0948106,1.0471176,10,1,9,9,2,1,3,2,2,1,3,4,1,4,2,2,1,3,1,2,2
0.8867798,0.7666832,5,1,6,6,3,2,4,1,2,2,3,1,3,4,2,3,3,3,1,2,2
1.0213916,1.0631242,6,1,7,7,2,1,5,4,2,1,1,3,3,3,1,4,1,4,2,2,1
0.9682826,0.7626191,5,1,5,6,4,3,3,4,2,3,3,2,3,4,2,1,5,2,1,2,1
0.9723843,0.7421606,4,1,5,4,4,3,4,2,3,3,4,1,3,4,3,2,2,3,1,3,1
0.9880807,0.6211838,3,1,4,5,3,3,3,2,2,3,3,2,3,3,2,2,3,2,2,3,2
0.9234836,0.6428051,99,1,5,11,4,4,5,2,2,4,4,1,5,3,5,2,5,2,1,4,1
0.9873164,0.9741017,9,1,9,9,2,2,3,2,2,2,2,4,5,3,3,4,2,4,3,2,3
0.8730558,0.8615187,8,1,7,7,1,1,2,4,2,2,3,3,2,4,2,3,2,5,2,2,1
0.9849337,0.7267051,6,1,5,7,3,2,3,4,2,3,3,3,2,4,3,2,2,2,2,3,2
0.9825804,0.7867066,4,1,5,6,4,4,5,5,3,3,3,2,3,3,4,2,3,2,1,5,2
0.9458724,1.8188635,8,1,12,11,3,3,1,4,2,2,3,3,3,3,3,1,4,1,1,4,1
1.0047238,1.7969639,99,1,12,11,2,1,1,4,1,1,5,5,5,4,5,5,5,3,2,2,3
0.8848781,0.5108141,5,1,4,4,4,3,4,2,3,2,3,2,2,4,3,2,3,2,1,3,2
1.0347681,1.0020725,5,1,9,11,4,2,2,4,2,2,3,3,2,4,2,1,3,2,1,4,2
0.9963479,0.9477512,5,1,9,14,1,2,4,1,4,1,3,3,4,4,2,2,3,2,1,2,1
1.0404894,1.0918242,8,1,7,6,3,2,4,2,3,2,2,3,2,4,2,3,3,4,3,2,1
0.8730558,0.8615187,7,1,7,7,2,1,2,3,1,1,2,3,1,4,2,2,2,3,2,2,2
0.9265062,0.7717735,5,1,8,1,2,1,2,4,2,1,2,3,2,3,3,2,3,2,2,2,2
1.0306894,0.9919952,6,1,3,4,2,3,4,4,2,2,4,2,1,4,4,2,2,1,1,4,2
0.9456271,1.002625,8,1,7,9,2,2,3,4,1,2,2,3,2,4,2,3,2,3,2,1,1
1.0042338,0.7610697,6,1,5,4,1,2,4,2,1,2,2,2,5,3,2,1,2,2,1,3,2
0.9829673,0.7147274,7,1,5,4,1,4,4,2,1,3,4,1,3,4,2,1,4,1,1,1,2
0.982778,1.0902883,8,1,7,7,3,2,4,4,2,1,1,3,2,4,2,3,2,4,1,1,1
0.9986323,0.770273,5,1,5,4,4,4,4,1,3,3,4,1,4,4,2,3,4,2,2,3,1
0.8753163,0.8566132,10,1,9,7,1,1,4,2,1,1,1,4,1,4,1,2,1,4,3,1,1
0.9775761,1.798507,10,3,14,9,2,1,4,2,2,1,2,3,2,3,4,2,2,3,1,3,2
0.967784,1.0448517,3,1,3,4,4,3,4,2,2,3,4,2,4,4,3,1,2,2,1,3,2
0.9701701,0.6354406,5,1,5,4,2,1,2,3,1,2,2,3,1,4,2,1,2,1,1,4,2
0.923717,0.7510818,3,1,5,4,4,4,4,2,3,3,4,2,3,4,4,2,4,1,1,3,2
0.8754923,0.9138235,8,1,7,7,4,2,3,4,2,3,1,3,3,4,2,2,2,3,1,1,1
0.968088,1.0405198,4,1,7,4,4,3,2,4,2,3,3,2,3,4,3,2,4,3,1,3,1
0.9644403,1.1092829,1,1,3,4,4,3,3,3,3,3,4,2,4,4,4,4,4,1,1,4,2
0.982778,1.0902883,9,1,7,7,3,2,3,3,2,3,2,3,2,3,2,3,3,3,1,2,2
1.0213916,0.7731227,5,1,5,6,3,2,3,3,2,2,2,3,2,3,1,2,3,3,2,3,1
0.9294665,0.7908878,6,1,6,6,5,2,3,2,2,2,1,2,2,3,2,2,3,3,2,4,2
0.9780254,0.7292886,7,1,5,6,4,3,4,1,2,2,3,2,3,4,1,3,4,3,2,2,1
1.0129738,0.8156232,7,1,5,7,3,2,3,2,2,2,2,2,2,4,2,3,2,4,3,3,1
0.9442639,0.5948461,2,1,4,5,3,4,4,1,2,4,4,1,4,4,4,1,4,3,1,4,2
0.9360124,0.6176317,6,1,5,7,4,2,4,2,2,1,4,2,2,4,2,4,2,3,1,1,1
0.8846674,0.6299728,2,1,5,4,4,4,4,1,2,4,4,1,4,4,3,1,4,2,1,3,1
1.0391371,1.043324,8,1,9,9,3,2,1,4,1,1,2,2,3,2,1,1,2,3,1,2,2
1.0058795,0.9842253,7,1,7,7,3,2,4,2,2,1,2,2,3,4,2,2,2,3,2,2,1
