pays,poids1,nou1,v0t1,t12022,r36b,q27_i2,q27_i22,q27_i31,q27_i32,q27_i8,q27_i14,q27_i23,q31bv15_i4
1,0.650587,99.0,1.0,12.0,6.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0
1,0.6775172,5.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0
1,0.6853461,7.0,1.0,9.0,8.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0
1,0.6965773,8.0,1.0,10.0,9.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0
1,0.7246269,10.0,1.0,10.0,9.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0
1,0.759334,8.0,1.0,7.0,7.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0
1,0.7625858,8.0,1.0,11.0,9.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0
1,0.7625858,10.0,1.0,11.0,9.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0
1,0.806066,4.0,1.0,4.0,11.0,1.0,4.0,1.0,4.0,2.0,4.0,3.0,1.0
1,0.8103819,10.0,1.0,11.0,,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0
1,0.8485444,10.0,1.0,11.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0
1,0.8642561,5.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0
1,0.8666774,2.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0
1,0.9692613,10.0,1.0,10.0,7.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0
1,0.9815511,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0
1,1.0047555,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0
1,1.1174263,5.0,1.0,13.0,12.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0
1,1.1221541,3.0,1.0,4.0,3.0,2.0,4.0,1.0,4.0,1.0,2.0,4.0,4.0
1,1.1237522,0.0,1.0,10.0,3.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,1.0
1,1.1237522,5.0,1.0,10.0,9.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0
1,1.1239175,2.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0
1,1.142068,99.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0
1,1.1487815,2.0,3.0,,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0
1,1.1960673,10.0,1.0,12.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0
1,1.1997402,,1.0,13.0,12.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0
1,1.3278672,,1.0,13.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0
1,1.3364266,5.0,3.0,,,2.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0
1,1.4066474,7.0,3.0,,,1.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0
1,1.7811354,7.0,3.0,,12.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0
1,1.8417809,7.0,1.0,13.0,12.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0
1,1.8433857,4.0,3.0,,,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0
1,1.902874,5.0,1.0,13.0,12.0,2.0,2.0,,3.0,3.0,2.0,3.0,2.0
1,0.628264,6.0,2.0,,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
1,1.2559338,3.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0
1,1.3651283,,3.0,,,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0
1,1.8773433,3.0,3.0,,12.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0
1,0.4658657,9.0,1.0,9.0,8.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0
1,0.5000196,2.0,1.0,6.0,12.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
1,0.5211297,5.0,1.0,11.0,9.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,1.0
1,0.5354082,8.0,1.0,11.0,9.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0
1,0.5392469,5.0,1.0,12.0,6.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0
1,1.1475726,3.0,2.0,,,1.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0
1,1.351299,0.0,1.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0
1,1.5018202,7.0,3.0,,3.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0
1,0.4110208,7.0,1.0,6.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0
1,0.4185328,7.0,1.0,6.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0
1,0.4287344,10.0,1.0,11.0,9.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0
1,0.4307497,3.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0
1,0.4316432,6.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.5041562,10.0,1.0,11.0,9.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0
1,0.5485118,8.0,1.0,11.0,9.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0
1,0.5940458,7.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0
1,0.5960901,5.0,1.0,11.0,9.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0
1,0.7335853,6.0,1.0,6.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0
1,0.8803225,7.0,1.0,7.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0
1,1.0174489,6.0,1.0,7.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0
1,1.8912582,4.0,3.0,,,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0
1,2.1095421,,1.0,13.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0
1,0.854444,6.0,1.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0
1,1.4882427,7.0,1.0,13.0,12.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0
1,0.8284643,7.0,1.0,12.0,6.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0
1,0.8716472,10.0,1.0,10.0,9.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0
1,0.8974867,0.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0
1,0.9810655,7.0,2.0,,,3.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0
1,0.5902957,8.0,1.0,7.0,9.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0
1,0.7550265,8.0,1.0,11.0,9.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0
1,0.9262434,4.0,1.0,7.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0
1,1.1557286,7.0,1.0,7.0,5.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0
1,1.177215,6.0,3.0,,,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0
1,1.5363339,7.0,3.0,,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
1,0.4422187,7.0,1.0,11.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0
1,1.0500267,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
1,1.0813617,7.0,1.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0
1,1.2808332,7.0,1.0,4.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.9146283,6.0,2.0,,4.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0
1,0.7038733,2.0,2.0,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0
1,1.1171204,4.0,1.0,7.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0
1,1.1291193,6.0,1.0,7.0,,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0
1,0.6075125,5.0,1.0,12.0,6.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0
1,0.8070503,5.0,1.0,11.0,12.0,1.0,3.0,2.0,3.0,4.0,,4.0,3.0
1,1.2157526,9.0,2.0,,,1.0,2.0,1.0,4.0,,2.0,2.0,2.0
1,2.0568757,7.0,1.0,13.0,12.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0
1,0.5000196,2.0,1.0,6.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0
1,0.5143451,9.0,1.0,11.0,9.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0
1,0.5617759,2.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0
1,0.5870873,10.0,1.0,11.0,,1.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0
1,0.6071259,99.0,2.0,,,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0
1,0.6209971,6.0,1.0,9.0,8.0,2.0,1.0,1.0,3.0,3.0,,3.0,1.0
1,0.6608514,5.0,1.0,11.0,9.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0
1,0.7787426,7.0,1.0,11.0,9.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,
1,0.8077943,99.0,1.0,7.0,5.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0
1,0.8224859,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0
1,0.9485267,1.0,1.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,1.0
1,1.0266885,99.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1.1313599,5.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
1,1.1567647,10.0,1.0,10.0,,1.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0
1,1.1794078,99.0,1.0,13.0,12.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
1,1.2319837,0.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0
1,1.2931815,3.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0
1,1.3702687,99.0,1.0,12.0,6.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0
1,1.5197912,99.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,,2.0,2.0
1,1.5226429,4.0,1.0,4.0,,1.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0
1,1.5615332,5.0,1.0,13.0,12.0,4.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0
1,1.6031636,99.0,1.0,,,3.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0
1,1.6857483,99.0,3.0,,,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0
1,1.713434,2.0,1.0,4.0,2.0,4.0,,4.0,,4.0,4.0,1.0,1.0
1,1.9040195,99.0,3.0,,,1.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0
1,1.9928741,8.0,3.0,,,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0
1,2.1927068,99.0,1.0,13.0,12.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0
1,2.2102733,10.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0
1,2.2260838,99.0,3.0,,,4.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0
1,0.6909367,6.0,1.0,7.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0
1,1.1070637,3.0,1.0,7.0,5.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0
1,1.2928984,6.0,3.0,,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0
1,1.0611387,8.0,1.0,6.0,,4.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0
1,1.0596598,3.0,1.0,7.0,4.0,3.0,2.0,,,2.0,2.0,2.0,1.0
1,0.4458387,8.0,1.0,8.0,4.0,1.0,,2.0,3.0,3.0,3.0,2.0,1.0
1,0.5672022,6.0,1.0,6.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0
1,0.6162956,6.0,1.0,11.0,9.0,1.0,2.0,1.0,4.0,2.0,1.0,,1.0
1,0.6608514,8.0,1.0,11.0,9.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0
1,0.6991275,5.0,1.0,11.0,9.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0
1,0.7403492,10.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0
1,0.8051229,99.0,1.0,11.0,9.0,2.0,4.0,1.0,4.0,4.0,1.0,3.0,1.0
1,0.967851,5.0,1.0,7.0,5.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0
1,1.0682031,1.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0
1,1.1537896,3.0,1.0,4.0,3.0,3.0,3.0,3.0,,3.0,2.0,2.0,3.0
1,1.2559338,2.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,
1,1.3607466,5.0,3.0,,13.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0
1,1.3656526,7.0,1.0,10.0,9.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0
1,2.1934841,99.0,1.0,13.0,12.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0
1,2.2162585,99.0,3.0,,,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0
1,0.3551192,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0
1,0.5323218,99.0,1.0,11.0,9.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0
1,0.5601968,4.0,1.0,7.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0
1,0.5613975,99.0,1.0,6.0,12.0,,3.0,3.0,,3.0,2.0,3.0,2.0
1,0.6515169,10.0,1.0,11.0,9.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
1,0.7144248,7.0,1.0,11.0,7.0,2.0,1.0,1.0,4.0,2.0,2.0,,1.0
1,0.729225,9.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0
1,0.7597213,7.0,1.0,11.0,9.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0
1,1.0212082,99.0,1.0,4.0,9.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0
1,1.0682031,3.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0
1,1.1213844,5.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
1,1.1419325,5.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0
1,1.1885445,4.0,1.0,7.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
1,1.2361313,8.0,1.0,10.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0
1,1.3607466,99.0,1.0,14.0,13.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0
1,1.6244127,99.0,1.0,13.0,12.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0
1,1.6646652,5.0,3.0,,,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0
1,1.7096578,99.0,1.0,13.0,12.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
1,1.74651,8.0,3.0,,,4.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0
1,1.7611436,99.0,3.0,,,3.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0
1,1.9737613,8.0,3.0,,,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0
1,2.4000428,99.0,1.0,13.0,12.0,2.0,,4.0,3.0,4.0,4.0,2.0,1.0
1,0.8969898,5.0,2.0,,,3.0,3.0,,2.0,,,2.0,
1,1.8614726,5.0,1.0,13.0,13.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
1,1.4896115,99.0,1.0,13.0,,4.0,2.0,4.0,,,,,
1,1.0699086,0.0,1.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,1.0
1,0.4768942,8.0,1.0,8.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0
1,0.6282488,3.0,1.0,6.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0
1,0.6934856,6.0,1.0,11.0,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
1,0.7998849,9.0,1.0,10.0,12.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0
1,0.8246892,99.0,1.0,12.0,6.0,1.0,4.0,1.0,4.0,3.0,2.0,2.0,1.0
1,0.8554787,5.0,1.0,7.0,5.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0
1,0.8987407,99.0,1.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0
1,1.2578444,4.0,1.0,4.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0
1,1.3473021,0.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0
1,0.5912699,7.0,1.0,7.0,5.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0
1,0.6692273,5.0,2.0,,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.6824794,3.0,1.0,5.0,5.0,2.0,3.0,1.0,3.0,3.0,,3.0,2.0
1,1.0654497,5.0,1.0,7.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
1,1.1463511,6.0,1.0,7.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0
1,1.2430277,3.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0
1,2.1764803,6.0,1.0,13.0,,,1.0,2.0,,,,,
1,2.6144068,99.0,1.0,,,3.0,4.0,3.0,3.0,3.0,4.0,,2.0
1,0.4797536,6.0,1.0,8.0,8.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0
1,0.9656243,8.0,1.0,7.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0
1,0.759635,7.0,1.0,7.0,5.0,1.0,1.0,,3.0,2.0,,4.0,4.0
1,0.6639721,6.0,1.0,10.0,,3.0,3.0,2.0,,2.0,2.0,2.0,2.0
1,0.8226004,8.0,1.0,11.0,9.0,2.0,,2.0,,3.0,3.0,2.0,2.0
1,2.0696642,5.0,3.0,,,3.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0
1,1.0522673,1.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0
1,1.7013382,5.0,1.0,,,1.0,4.0,4.0,,2.0,2.0,2.0,3.0
1,0.5464761,99.0,1.0,3.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
1,1.2789323,1.0,1.0,4.0,4.0,4.0,4.0,,,4.0,4.0,1.0,1.0
1,0.5322528,99.0,1.0,11.0,9.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0
1,0.6323121,7.0,1.0,11.0,8.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0
1,1.0886471,5.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0
1,1.5154424,99.0,3.0,,,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0
1,1.8112936,99.0,3.0,,,4.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0
1,2.3771417,7.0,3.0,,13.0,2.0,1.0,1.0,,3.0,4.0,1.0,1.0
1,1.440663,99.0,3.0,,,4.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0
1,0.6748764,7.0,1.0,7.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0
1,0.83432,10.0,1.0,10.0,9.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0
1,1.7088974,5.0,3.0,,,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
1,2.2566316,4.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0
1,0.8606494,99.0,1.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
1,1.2018379,8.0,2.0,,,4.0,4.0,4.0,1.0,4.0,3.0,1.0,1.0
1,0.4175414,2.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0
1,0.4882094,6.0,1.0,8.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0
1,0.5739374,7.0,1.0,7.0,,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0
1,0.6553271,10.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0
1,0.9161779,5.0,1.0,7.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0
1,0.9485922,3.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0
1,0.6743083,10.0,1.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.6781434,9.0,1.0,11.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0
1,0.8877858,99.0,1.0,7.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
1,1.8193648,5.0,1.0,4.0,,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0
1,1.9325428,8.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.3343816,99.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0
1,0.5462506,2.0,1.0,11.0,9.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0
1,0.5721172,10.0,1.0,11.0,,1.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0
1,0.5960901,99.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0
1,0.625451,99.0,1.0,9.0,8.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0
1,0.6324045,99.0,1.0,9.0,8.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0
1,0.6387691,9.0,1.0,11.0,12.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0
1,0.6469071,10.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0
1,0.6975076,99.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0
1,0.8687033,99.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0
1,0.9545001,5.0,2.0,,,2.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0
1,0.9673985,99.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0
1,0.9752116,8.0,1.0,10.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0
1,1.280159,5.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0
1,1.2806172,99.0,1.0,13.0,13.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0
1,1.3692203,9.0,3.0,,9.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0
1,1.478551,2.0,3.0,,,4.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0
1,1.6913594,99.0,3.0,,,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0
1,1.9460621,99.0,3.0,,,1.0,3.0,3.0,2.0,,3.0,2.0,1.0
1,2.058573,4.0,1.0,13.0,9.0,2.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0
1,0.4287344,0.0,1.0,11.0,9.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,1.0
1,0.551807,10.0,1.0,11.0,9.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0
1,0.6146517,8.0,1.0,11.0,9.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0
1,0.969119,99.0,1.0,9.0,8.0,1.0,,1.0,3.0,4.0,2.0,1.0,1.0
1,1.2051412,3.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0
1,1.9206836,99.0,3.0,,,1.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0
1,0.7379729,10.0,1.0,11.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0
1,1.5217912,6.0,1.0,13.0,12.0,1.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0
1,0.5177567,2.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,1.0
1,1.0480199,99.0,1.0,12.0,6.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0
1,0.6639202,99.0,1.0,11.0,9.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0
1,0.4384877,,1.0,9.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0
1,0.5020263,10.0,1.0,11.0,5.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0
1,1.2551782,0.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0
1,0.7509933,10.0,1.0,11.0,9.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0
1,1.2040298,99.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0
1,0.6181071,5.0,1.0,11.0,9.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0
1,0.5210895,10.0,1.0,11.0,9.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0
1,0.6988589,2.0,1.0,11.0,9.0,1.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0
1,0.8074737,5.0,1.0,7.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
1,0.8133901,99.0,1.0,11.0,9.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0
1,1.8344941,,3.0,,12.0,,2.0,4.0,3.0,3.0,3.0,3.0,2.0
1,2.1533513,5.0,3.0,,,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0
1,2.2522724,3.0,1.0,13.0,12.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0
1,2.4582753,99.0,3.0,,,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0
1,0.8526706,,1.0,11.0,9.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.1431785,8.0,1.0,4.0,3.0,1.0,,1.0,3.0,2.0,2.0,1.0,2.0
1,1.7420906,5.0,1.0,13.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,1.8986106,99.0,3.0,,,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0
