pays,poids1,poids5,nou1,v0t1,t12022,q27_i2,q27_i22,q27_i32,q6v16_i4,q17v16,q27_i8,q27_i14,q27_i23,q9v16
1,1.166447,1.1628808,5.0,1.0,7.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,6.0
1,0.5306405,0.5298488,8.0,1.0,11.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,9.0
1,0.7911216,0.7345446,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0
1,0.7227683,0.7242689,10.0,1.0,11.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0
1,0.7598234,0.8121439,9.0,2.0,,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,6.0
1,0.7253785,0.7200305,7.0,1.0,7.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,8.0
1,0.4868744,0.4861632,5.0,1.0,11.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,8.0
1,1.1338059,1.1376214,2.0,2.0,,2.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,6.0
1,0.6301648,0.6325147,8.0,1.0,11.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,7.0
1,0.983544,0.9735922,5.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
1,0.535504,0.5372037,5.0,1.0,11.0,2.0,4.0,,1.0,1.0,2.0,,4.0,5.0
1,0.4868744,0.4861632,5.0,1.0,11.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,6.0
1,1.7249342,1.7705749,99.0,3.0,,2.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,9.0
1,1.9484456,1.7475861,2.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,8.0
1,1.6488521,1.4231921,2.0,2.0,,3.0,2.0,2.0,3.0,,3.0,2.0,1.0,5.0
1,1.0539278,1.0459645,4.0,1.0,7.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,8.0
1,1.2786932,1.2688105,4.0,1.0,7.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,8.0
1,0.7808625,0.7758113,99.0,1.0,7.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,7.0
1,1.0132071,0.8755565,8.0,2.0,,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,7.0
1,0.5407687,0.5803643,99.0,1.0,11.0,2.0,3.0,4.0,1.0,1.0,3.0,,3.0,5.0
1,0.4944504,0.4944952,10.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0
1,0.568429,0.6543884,2.0,1.0,6.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,10.0
1,0.4863066,0.5010668,8.0,1.0,8.0,1.0,1.0,,1.0,1.0,4.0,1.0,3.0,6.0
1,2.083519,2.1464944,1.0,3.0,,3.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,3.0
1,0.6615322,0.6552533,5.0,1.0,7.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,8.0
1,1.3218415,1.1824818,7.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,7.0
1,0.9695958,0.9693019,99.0,2.0,,,4.0,1.0,,3.0,3.0,4.0,1.0,10.0
1,0.4195758,0.4534178,8.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,8.0
1,0.7531559,0.7481142,10.0,1.0,11.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,7.0
1,0.668009,0.660904,10.0,1.0,11.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0
1,0.9590281,0.9594266,0.0,2.0,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0
1,1.2177551,1.2252939,8.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0
1,1.3173428,1.342486,5.0,1.0,13.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,
1,1.2614275,1.2503442,9.0,1.0,11.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,8.0
1,0.7271347,0.6852368,3.0,1.0,6.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,6.0
1,0.535504,0.5372037,10.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,8.0
1,0.6280934,0.7200305,2.0,1.0,7.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,5.0
1,1.4101781,1.447491,8.0,3.0,,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,8.0
1,1.0200211,1.0142173,10.0,1.0,7.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,10.0
1,0.527299,0.5281522,7.0,1.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0
1,0.7416621,0.7403653,10.0,1.0,11.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,8.0
1,0.7467691,0.747577,6.0,2.0,,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,7.0
1,1.2574686,1.2535444,10.0,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0
1,2.1919587,2.238986,4.0,3.0,,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,7.0
1,1.0257339,1.178122,8.0,1.0,7.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,10.0
1,2.1584518,1.929161,7.0,1.0,4.0,,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0
1,0.2137496,0.2192312,8.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,10.0
1,0.8087726,0.8121439,99.0,2.0,,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0
1,0.7808625,0.7758113,8.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,9.0
1,1.444828,1.5942458,5.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0
1,0.6581333,0.6537218,7.0,1.0,11.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0
1,1.5031501,1.4627631,9.0,1.0,13.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,6.0
1,0.8716143,0.8713806,9.0,1.0,11.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,7.0
1,1.0038244,0.8653815,3.0,2.0,,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,9.0
1,1.7242162,1.7338483,10.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
1,2.1859758,1.8299521,2.0,1.0,13.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,7.0
1,0.6554074,0.6039324,2.0,1.0,5.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0
1,1.6550114,1.5941348,0.0,3.0,,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,9.0
1,0.7238686,0.7223538,8.0,1.0,11.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,7.0
1,1.9506357,2.0049875,3.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,7.0
1,1.7480057,1.929161,1.0,1.0,4.0,3.0,4.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0
1,0.957746,0.9537871,7.0,1.0,11.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,
1,1.5992121,1.4308945,2.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,7.0
1,1.9358264,1.6193804,3.0,3.0,,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,7.0
1,1.202553,1.1959144,4.0,2.0,,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,6.0
1,1.3164004,1.3173519,5.0,2.0,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0
1,1.0664403,1.0710654,8.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0
1,0.5836416,0.5854758,7.0,1.0,11.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,6.0
1,0.6581333,0.6537218,3.0,1.0,11.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0
1,2.3390648,2.2456686,7.0,3.0,,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,7.0
1,1.7260984,1.7648181,4.0,3.0,,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0
1,0.2875561,0.3144985,3.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,7.0
1,0.5093583,0.4642588,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0
1,1.0501003,1.0530187,7.0,2.0,,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0
1,1.1644963,1.1532031,8.0,1.0,7.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,8.0
1,0.9086559,0.8985125,7.0,1.0,7.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0
1,1.6193883,1.6710385,99.0,1.0,13.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,7.0
1,0.876,0.7855715,6.0,1.0,8.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,6.0
1,1.9768409,1.7620199,2.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,7.0
1,2.1919587,2.238986,6.0,3.0,,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0
1,1.1162399,1.2873899,99.0,1.0,7.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,
1,0.8594741,0.8577195,7.0,1.0,11.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,6.0
1,1.2323513,1.2377949,5.0,2.0,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0
1,1.2745852,1.3508556,2.0,2.0,,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,9.0
1,0.8372259,0.8406902,7.0,1.0,11.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,7.0
1,1.1163751,1.1541673,9.0,3.0,,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,8.0
1,0.9454389,0.8895311,3.0,1.0,6.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,7.0
1,1.0044484,1.0059444,0.0,2.0,,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,5.0
1,1.3282379,1.3160185,99.0,1.0,7.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,9.0
1,0.5952902,0.5970545,6.0,1.0,11.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0
1,1.7512559,1.7516079,10.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,10.0
1,2.4001138,2.4573991,5.0,3.0,,3.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,5.0
1,0.9841007,0.9761153,6.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1,0.7462528,0.7469296,10.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,10.0
1,1.3549073,1.3914531,0.0,3.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0
1,2.1703801,2.2318325,6.0,1.0,,3.0,4.0,,,3.0,2.0,3.0,,2.0
1,1.7387264,1.6801653,8.0,3.0,,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0
1,0.6650648,0.6653958,8.0,1.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0
1,1.0832431,1.0802522,,2.0,,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0
1,1.37525,1.513284,1.0,1.0,4.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,6.0
1,2.865217,2.8776891,5.0,2.0,,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,5.0
1,1.7528725,1.7393427,0.0,2.0,,3.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,7.0
1,0.9927676,0.9931499,8.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,6.0
1,1.1175057,1.100556,7.0,1.0,7.0,1.0,2.0,4.0,1.0,1.0,3.0,,3.0,3.0
1,0.8294284,0.822504,6.0,1.0,11.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0
1,2.5390773,2.5988877,7.0,3.0,,3.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,7.0
1,2.0341012,1.6880106,5.0,1.0,13.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0
1,1.3216692,1.3647112,4.0,3.0,,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,10.0
1,1.3023998,1.2992032,10.0,2.0,,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0
1,1.8415049,1.88003,6.0,3.0,,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0
1,1.2205429,1.2043208,5.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0
1,1.1905413,1.232724,5.0,1.0,13.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0
1,1.4776703,1.5170988,6.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,
1,1.7838531,1.8399311,3.0,3.0,,4.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,5.0
1,1.0664403,1.0710654,7.0,2.0,,2.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,7.0
1,1.2134693,1.2169387,5.0,2.0,,4.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,5.0
1,0.9812919,1.0424211,,1.0,11.0,1.0,2.0,3.0,2.0,2.0,,1.0,2.0,6.0
1,1.2975177,1.2992002,6.0,2.0,,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0
1,0.9487145,0.9475603,5.0,1.0,7.0,4.0,4.0,2.0,,4.0,,2.0,3.0,5.0
1,1.3823924,1.425289,1.0,3.0,,3.0,3.0,2.0,3.0,4.0,2.0,4.0,1.0,8.0
1,0.4250867,0.4274878,5.0,1.0,11.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,7.0
1,1.432121,1.4722984,99.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
1,0.7111053,0.7122961,6.0,1.0,11.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0
1,1.9060737,1.699156,4.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,9.0
1,0.6120835,0.6170036,99.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,
1,1.5788238,1.3974006,4.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,8.0
1,0.9371256,0.9221991,8.0,1.0,7.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,8.0
1,0.7837452,0.7771599,3.0,1.0,7.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,6.0
1,1.649835,1.4911013,5.0,1.0,12.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0
1,0.5349383,0.5333216,99.0,1.0,7.0,,,,2.0,,2.0,,,
1,0.6237209,0.6536755,6.0,1.0,8.0,2.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,6.0
1,0.5759605,0.6664274,99.0,1.0,6.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,6.0
1,1.679821,1.8567486,3.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,7.0
1,0.9184557,0.9215825,9.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,10.0
1,0.9158607,0.9193218,7.0,1.0,11.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0
1,1.0453311,1.0369154,3.0,1.0,7.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,8.0
1,1.1078905,1.115929,10.0,1.0,10.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,9.0
1,0.7137809,0.7122977,9.0,1.0,11.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,9.0
1,1.4323919,1.4735184,8.0,1.0,,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,9.0
1,0.7407349,0.7436004,99.0,1.0,11.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,5.0
1,1.2444099,1.2390668,7.0,1.0,7.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0
1,1.2253431,1.2181892,8.0,1.0,7.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,8.0
1,0.5629525,0.6017426,5.0,1.0,11.0,2.0,2.0,,,2.0,2.0,1.0,,5.0
1,1.2586352,1.3887761,2.0,1.0,4.0,3.0,4.0,,3.0,4.0,4.0,4.0,2.0,5.0
1,1.1104183,1.1567734,8.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,9.0
1,1.655203,1.6466465,4.0,1.0,7.0,,3.0,2.0,,3.0,2.0,3.0,2.0,7.0
1,1.2811004,1.1544614,4.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0
1,0.6776742,0.6816697,99.0,1.0,11.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0
1,0.7158249,0.716297,6.0,1.0,11.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0
1,0.3237093,0.3753691,3.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,8.0
1,1.2691867,1.1320196,3.0,1.0,12.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0
1,0.4330275,0.4372391,7.0,1.0,11.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0
1,0.4149514,0.4176591,8.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5.0
1,0.7945516,0.782101,6.0,1.0,7.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,7.0
1,0.7007535,0.6999176,5.0,2.0,,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0
1,1.6240964,1.4554175,5.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,6.0
1,1.0450584,1.03078,8.0,1.0,9.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,8.0
1,1.0501003,1.0530187,5.0,2.0,,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0
1,0.7025226,0.7505091,3.0,2.0,,3.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,
1,1.3823924,1.425289,99.0,3.0,,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,
1,0.8057381,0.8069403,8.0,1.0,11.0,4.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,10.0
1,0.2926243,0.3223593,8.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,10.0
1,1.0568483,1.2043208,99.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,7.0
1,1.2395351,1.2249606,6.0,1.0,7.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,7.0
1,0.3039035,0.3315707,4.0,1.0,2.0,3.0,3.0,4.0,,4.0,3.0,,1.0,6.0
1,1.6080496,1.6553917,99.0,1.0,13.0,,2.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0
1,1.4929653,1.2538506,6.0,3.0,,3.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0
1,1.7980587,1.8349819,7.0,3.0,,1.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,7.0
1,0.6722142,0.6746908,10.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,10.0
1,0.3595695,0.3788934,8.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,7.0
1,1.7838531,1.8399311,5.0,3.0,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
1,1.3282379,1.3160185,8.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0
1,1.529688,1.3669277,,1.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,10.0
1,1.0501003,1.0530187,8.0,2.0,,1.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0
1,1.3481127,1.4937068,99.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,5.0
1,1.4764049,1.4761441,8.0,2.0,,2.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,8.0
1,0.5879822,0.592626,10.0,1.0,11.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0
1,1.6647232,1.7126228,4.0,3.0,,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0
1,1.4648575,1.430961,7.0,3.0,,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0
1,1.3216692,1.3647112,99.0,,,,1.0,,,,,,,
1,1.727806,1.5136133,0.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0
1,1.0186226,1.0189577,5.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0
1,2.2623553,2.3155758,99.0,1.0,,,3.0,3.0,,3.0,,2.0,4.0,8.0
1,1.3839606,1.4182388,6.0,3.0,,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,7.0
1,1.0994637,1.0965844,3.0,1.0,7.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0
1,1.1153382,1.2233073,99.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,9.0
1,0.6577737,0.6497681,8.0,1.0,11.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,7.0
1,0.2337729,0.2573008,7.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,6.0
1,1.162918,1.2458078,7.0,2.0,,4.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,7.0
1,0.7084069,0.7043462,7.0,1.0,11.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,9.0
1,0.6351554,0.6332703,8.0,1.0,11.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,8.0
1,0.4201175,0.422461,9.0,1.0,11.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,7.0
1,0.9054933,0.9078171,8.0,1.0,11.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,7.0
1,1.1795163,1.2183983,2.0,3.0,,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,7.0
1,0.4887443,0.5654977,1.0,1.0,5.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,6.0
1,2.1619892,2.2197332,99.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,
1,1.3540831,1.3519707,10.0,1.0,11.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0
1,0.6808174,0.6756318,9.0,1.0,11.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,7.0
1,1.6743569,1.7077332,7.0,3.0,,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,8.0
1,0.3680899,0.3337488,8.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,9.0
1,0.9799424,1.0135993,7.0,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,4.0,2.0,5.0
1,1.0451655,1.0462546,,2.0,,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0
1,1.5113934,1.5254291,,2.0,,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,7.0
1,1.4544499,1.495311,10.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,10.0
1,0.8460548,0.8524259,5.0,1.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0
1,0.5143767,0.5150815,6.0,1.0,9.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,10.0
1,1.6473013,1.6880106,2.0,3.0,,4.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0
1,0.4327979,0.4510278,8.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0
1,0.6168212,0.6172577,9.0,1.0,11.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,7.0
1,1.2869219,1.2016953,1.0,1.0,6.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,10.0
1,1.849213,2.0402353,2.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,6.0
1,1.9834422,1.7654225,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0
1,0.3607394,0.3245873,6.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,6.0
1,0.5863104,0.5841721,5.0,1.0,11.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.0
1,0.9023448,0.8965794,6.0,1.0,7.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,7.0
1,0.9644454,0.9584451,3.0,1.0,7.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,6.0
1,1.9443766,1.9979743,99.0,3.0,,2.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,7.0
1,1.296028,1.1511457,3.0,1.0,4.0,3.0,2.0,1.0,1.0,,2.0,2.0,2.0,6.0
1,1.2562875,1.3846108,0.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,10.0
1,1.2370231,1.366555,5.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0
1,1.7489465,1.8042493,3.0,3.0,,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,
1,1.1970702,1.285535,10.0,2.0,,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,9.0
1,0.8567922,0.864908,8.0,1.0,11.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,
1,1.2305837,1.0717288,6.0,1.0,10.0,1.0,,4.0,2.0,2.0,3.0,2.0,3.0,3.0
1,1.7397408,1.8035229,6.0,3.0,,,,,3.0,3.0,,,,
1,2.0661311,1.8356104,2.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,8.0
1,0.4368295,0.4012927,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
1,1.1317252,1.0135993,1.0,1.0,4.0,3.0,4.0,,2.0,4.0,3.0,3.0,2.0,
1,1.0978794,1.0833517,6.0,1.0,7.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0
1,0.8146836,0.8057442,8.0,1.0,7.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0
1,0.8467112,0.8453586,6.0,1.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0
1,1.3981637,1.4997265,6.0,2.0,,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0
