pays,poids1,poids5,nou1,v0t1,t12022,q27_i2,q27_i22,q27_i32,q6v16_i4,q17v16,q27_i8,q27_i14,q27_i23,q9v16
1,0.8827047,0.8911971,5.0,2.0,,4.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0
1,0.541838,0.5435959,4.0,1.0,11.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0
1,0.6956406,0.7514262,7.0,1.0,9.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0
1,0.8721984,0.8234058,4.0,1.0,6.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0
1,1.2600863,1.3930186,4.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0
1,2.1027889,2.1701267,4.0,3.0,,4.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0
1,1.05337,1.0488112,3.0,1.0,7.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0
1,0.7575548,0.7563733,7.0,1.0,11.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,5.0
1,1.679821,1.8567486,3.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,6.0
1,1.1453292,1.1889921,99.0,3.0,,1.0,4.0,,2.0,1.0,,3.0,,5.0
1,0.6525422,0.6501573,9.0,1.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,10.0
1,0.7534481,0.8403692,6.0,1.0,8.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,,5.0
1,1.9183613,1.7298673,4.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0
1,0.7297314,0.7270883,7.0,1.0,7.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0
1,1.5949966,1.7286527,9.0,1.0,10.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0
1,0.9773903,1.0025818,5.0,1.0,13.0,,,2.0,1.0,2.0,2.0,2.0,,8.0
1,1.7046522,1.758932,99.0,1.0,13.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,10.0
1,0.5976835,0.5961229,99.0,1.0,11.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,10.0
1,0.6763776,0.6692507,1.0,1.0,7.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,6.0
1,1.2253431,1.2181892,7.0,1.0,7.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,7.0
1,0.507978,0.5585788,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,7.0
1,1.3835511,1.4336417,2.0,3.0,,3.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0
1,1.0933834,1.0301007,1.0,1.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,7.0
1,1.6531255,1.7266393,5.0,3.0,,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,5.0
1,0.3892069,0.3514371,99.0,1.0,8.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,10.0
1,0.3729361,0.4140248,,1.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,10.0
1,0.3593653,0.3221309,4.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,,,
1,1.1699286,1.2027309,9.0,1.0,12.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0
1,0.5713995,0.6612661,3.0,1.0,6.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,7.0
1,0.622367,0.5389295,8.0,1.0,11.0,,3.0,,2.0,3.0,,3.0,,5.0
1,0.5771315,0.5809872,10.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,10.0
1,1.055846,1.0437534,5.0,1.0,7.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,5.0
1,1.8748178,1.9468781,2.0,1.0,13.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,7.0
1,0.7856059,0.7822182,7.0,1.0,7.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0
1,0.7654742,0.8543153,6.0,1.0,8.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,8.0
1,1.1337273,1.1678807,5.0,3.0,,1.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,8.0
1,0.5953934,0.5401931,7.0,1.0,8.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,9.0
1,1.3332624,1.4555728,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,10.0
1,0.5685123,0.5645774,,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,8.0
1,0.9669033,0.8406902,99.0,1.0,11.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,8.0
1,0.958297,0.968954,8.0,1.0,10.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,5.0
1,0.4070343,0.4051899,6.0,1.0,11.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,5.0
1,1.3905078,1.2475541,2.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,7.0
1,1.3200693,1.36192,4.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,8.0
1,0.6306159,0.6255316,8.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0
1,1.5885,1.5738786,4.0,1.0,7.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0
1,0.9775629,0.9711743,5.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0
1,0.7142642,0.7078984,5.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0
1,0.7666795,0.7669707,9.0,1.0,9.0,1.0,2.0,3.0,1.0,2.0,,3.0,3.0,5.0
1,0.8960712,0.8926558,6.0,1.0,7.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,7.0
1,1.9404775,1.7468493,4.0,1.0,4.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,5.0
1,0.8402494,0.8357705,5.0,1.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0
1,0.7868107,0.7893653,5.0,1.0,11.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,9.0
1,1.1435118,1.1339004,6.0,1.0,7.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0
1,0.8416016,0.8412939,7.0,1.0,11.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,8.0
1,1.4335005,1.418537,8.0,1.0,7.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,4.0,8.0
1,1.0461686,1.159618,3.0,1.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,9.0
1,0.6168212,0.6172577,7.0,1.0,11.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,7.0
1,0.2640482,0.2717913,7.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,8.0
1,0.397269,0.3953325,99.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0
1,0.5276771,0.5297711,10.0,1.0,11.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0
1,0.4549994,0.4589482,6.0,1.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0
1,0.7333894,0.7346891,,1.0,11.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,9.0
1,0.720463,0.781458,8.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0
1,0.7448012,0.7472804,99.0,1.0,11.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,5.0
1,0.4418277,0.4931313,3.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0
1,2.1829515,2.1105959,4.0,,,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,7.0
1,1.2561744,1.2372665,7.0,1.0,7.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0
1,0.5825259,0.5878183,8.0,1.0,11.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,0.0
1,0.9184557,0.9215825,7.0,1.0,11.0,2.0,,4.0,2.0,2.0,2.0,,4.0,5.0
1,1.4335005,1.418537,4.0,1.0,7.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0
1,0.3294596,0.3437659,9.0,1.0,8.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0
1,1.0959071,1.1358516,99.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,6.0
1,1.4080762,1.1781372,2.0,1.0,13.0,,3.0,4.0,1.0,2.0,4.0,3.0,2.0,10.0
1,0.8424424,0.8390405,10.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,6.0
1,0.7734413,0.6920987,7.0,1.0,8.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
1,2.2768378,2.3722124,,1.0,4.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,10.0
1,0.6255351,0.6259331,99.0,1.0,7.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,5.0
1,1.1435118,1.1339004,5.0,1.0,7.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,10.0
1,0.4250867,0.4274878,9.0,1.0,11.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,6.0
1,0.8395981,0.8427575,7.0,1.0,11.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0
1,0.6785675,0.6818781,8.0,1.0,11.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,9.0
1,1.2002765,1.295307,8.0,1.0,10.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,5.0
1,1.4393716,1.4440321,2.0,2.0,,3.0,4.0,2.0,2.0,3.0,,3.0,1.0,7.0
1,1.3302644,1.3685325,99.0,3.0,,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,6.0
1,0.5176267,0.5138322,99.0,1.0,11.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,9.0
1,1.0594456,1.1765984,5.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,10.0
1,1.9755807,2.0334461,99.0,1.0,13.0,2.0,2.0,,1.0,3.0,2.0,2.0,2.0,10.0
1,1.3561088,1.4012705,99.0,3.0,,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,8.0
1,0.5763435,0.6360091,99.0,1.0,8.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,4.0,2.0
1,0.5887574,0.5792857,6.0,1.0,7.0,,4.0,,4.0,2.0,2.0,,,5.0
1,0.6478108,0.6422398,3.0,1.0,7.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,5.0
1,1.0550275,1.0524791,3.0,1.0,11.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,7.0
1,0.7476689,0.7452179,6.0,1.0,7.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0
1,1.8886186,1.9498414,5.0,3.0,,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,7.0
1,0.8080171,0.8037895,9.0,1.0,11.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,
1,2.345907,2.4085374,7.0,1.0,13.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,6.0
1,1.1510216,1.1465691,2.0,1.0,7.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,9.0
1,0.4201744,0.3729822,8.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,5.0
1,0.9219919,0.9190389,5.0,1.0,7.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0
1,1.8793452,1.9174889,99.0,3.0,,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0
1,0.4240443,0.4274282,8.0,1.0,11.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,0.0
1,1.5796424,1.645273,9.0,3.0,,,2.0,4.0,,2.0,2.0,1.0,4.0,
1,1.1558044,1.14974,5.0,1.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0
1,0.4603812,0.4644091,99.0,1.0,11.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0
1,0.3163223,0.327884,7.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0
1,0.8506503,0.878763,5.0,3.0,,1.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,5.0
1,0.5146484,0.5153034,10.0,1.0,11.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,10.0
1,1.4335005,1.418537,6.0,1.0,7.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0
1,1.2881677,1.1567734,2.0,1.0,4.0,4.0,4.0,,1.0,4.0,4.0,2.0,,5.0
1,0.6767104,0.7032646,8.0,1.0,8.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,8.0
1,0.6613365,0.6623697,7.0,1.0,7.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,6.0
1,0.8057381,0.8069403,7.0,1.0,11.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0
1,0.2841577,0.2557128,3.0,1.0,2.0,4.0,4.0,,4.0,3.0,4.0,4.0,2.0,9.0
1,1.8511822,1.651286,3.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,6.0
1,1.1233103,1.1167343,8.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0
1,0.9454349,0.9458656,10.0,1.0,9.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,5.0
1,0.5146484,0.5153034,8.0,1.0,11.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0
1,0.9364509,0.9284525,8.0,1.0,7.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,9.0
1,1.2635212,1.2821739,10.0,1.0,10.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,9.0
1,0.7253697,0.7833889,5.0,1.0,6.0,1.0,3.0,4.0,,2.0,2.0,2.0,3.0,10.0
1,2.892298,2.9858177,99.0,3.0,,,2.0,,2.0,3.0,2.0,,,8.0
1,0.7824898,0.8643827,8.0,1.0,8.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0
1,0.8885964,0.8782684,4.0,1.0,7.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,8.0
1,0.5265407,0.5225908,5.0,1.0,7.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0
1,2.2249899,2.266784,99.0,3.0,,,,,,2.0,,,,6.0
1,0.4140712,0.4694988,5.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,5.0
1,1.4098135,1.4505898,99.0,1.0,13.0,2.0,2.0,,2.0,2.0,3.0,3.0,2.0,8.0
1,0.5974174,0.5962211,8.0,1.0,11.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,5.0
1,1.0671716,0.9659861,8.0,1.0,8.0,,2.0,,2.0,4.0,3.0,2.0,3.0,5.0
1,0.7560248,0.7565581,10.0,1.0,11.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0
1,0.9802329,0.9761479,7.0,1.0,7.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0
1,1.1882169,1.1779001,7.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,8.0
1,0.5370676,0.539461,10.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,5.0
1,1.0403796,1.0336847,6.0,1.0,7.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,6.0
1,0.542841,0.5469968,10.0,1.0,11.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0
1,0.7137105,0.7138164,8.0,1.0,11.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,8.0
1,0.5816461,0.5791869,99.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,5.0
1,0.7385068,0.7703804,8.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,5.0
1,0.6047568,0.5627303,3.0,1.0,6.0,3.0,4.0,1.0,3.0,3.0,,3.0,2.0,6.0
1,0.6785675,0.6818781,7.0,1.0,11.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,6.0
1,0.9929381,0.8932421,2.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,7.0
1,1.5399444,1.7021121,1.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,2.0,8.0
1,1.6024871,1.7775366,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,7.0
1,1.1497753,1.1850892,3.0,3.0,,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
1,0.2236643,0.2003046,7.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,2.0
1,0.6976174,0.7753785,4.0,1.0,12.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,8.0
1,0.656394,0.6540553,5.0,1.0,7.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,1.0,8.0
1,1.8303362,1.8892212,5.0,1.0,13.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,5.0
1,0.4751936,0.4743359,9.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,5.0
1,1.8805776,1.9577357,99.0,3.0,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
1,0.8424424,0.8390405,2.0,1.0,11.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0
1,0.3425097,0.3771494,1.0,1.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,10.0
1,1.1076968,1.0446266,4.0,1.0,6.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,9.0
1,0.6630037,0.5958113,7.0,1.0,8.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,8.0
1,1.560745,1.4007874,2.0,1.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0
1,0.860383,0.8862606,5.0,3.0,,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0
1,1.7362874,1.4409188,99.0,1.0,,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0
1,0.9121243,0.9057992,4.0,1.0,7.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,5.0
1,0.6450387,0.6441234,5.0,1.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
1,1.2869219,1.2016953,4.0,1.0,6.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0
1,1.6089345,1.5443186,99.0,1.0,13.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,8.0
1,0.4868744,0.4861632,10.0,1.0,11.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0
1,0.8694376,1.0102599,3.0,1.0,6.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,6.0
1,0.6763776,0.6692507,6.0,1.0,7.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,7.0
1,1.6610779,1.7298673,0.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,0.0
1,1.2086911,1.231799,99.0,1.0,13.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,8.0
1,0.8779988,0.8117887,2.0,1.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,8.0
1,0.9586279,1.0585917,99.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,8.0
1,0.6600534,0.5967271,9.0,1.0,8.0,2.0,,4.0,,2.0,1.0,2.0,4.0,3.0
1,2.1703801,2.2318325,0.0,1.0,13.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0
1,1.3216692,1.3647112,,3.0,,2.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,
1,1.5245341,1.36192,3.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,6.0
1,0.68511,0.6478066,5.0,1.0,6.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,7.0
1,1.8808032,1.9444638,5.0,3.0,,4.0,4.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0
1,0.7377949,0.6920974,4.0,1.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0
1,1.067187,0.9510831,3.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,10.0
1,0.6621163,0.7347835,99.0,1.0,8.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,5.0
1,0.4263926,0.4298719,10.0,1.0,11.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,9.0
1,1.4136604,1.3962841,7.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0
1,0.5008051,0.5362693,5.0,1.0,9.0,,2.0,,2.0,3.0,,,,5.0
1,0.5888644,0.6852368,6.0,1.0,6.0,2.0,,4.0,,2.0,2.0,1.0,3.0,4.0
1,0.4282158,0.4281385,99.0,1.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,7.0
1,0.6713052,0.6720549,99.0,1.0,11.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,5.0
1,0.6856666,0.7122107,8.0,1.0,12.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0
1,0.6763776,0.6692507,5.0,1.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
1,0.7534481,0.8403692,99.0,1.0,8.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0
1,1.4335005,1.418537,3.0,1.0,7.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,9.0
1,1.0119859,1.0071884,6.0,1.0,7.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0
1,1.4642068,1.513853,7.0,1.0,,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,5.0
1,2.5179765,2.1064978,7.0,3.0,,1.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0
1,1.132507,1.1116121,5.0,1.0,7.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,7.0
1,0.9283186,0.9276472,4.0,1.0,9.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0
1,0.4984176,0.4974452,9.0,1.0,9.0,2.0,2.0,2.0,1.0,2.0,3.0,,1.0,7.0
1,0.6073118,0.6041483,99.0,1.0,9.0,1.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,8.0
1,0.6040416,0.6642653,99.0,1.0,12.0,3.0,,2.0,1.0,4.0,,4.0,1.0,8.0
1,0.8564463,0.8470024,5.0,1.0,7.0,,4.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0
1,0.7584528,0.753432,7.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,8.0
1,1.6819304,1.7288727,5.0,3.0,,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,7.0
1,2.1065331,1.8885698,4.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,10.0
1,1.2486929,1.1148564,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,1.0,8.0
1,1.4515631,1.5056295,99.0,3.0,,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,
1,0.6157152,0.6133389,6.0,1.0,7.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0
1,0.6962467,0.6635514,5.0,1.0,6.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,9.0
1,0.9050847,0.8985425,5.0,1.0,7.0,4.0,4.0,,,2.0,4.0,3.0,4.0,4.0
1,1.0083507,0.9573544,5.0,1.0,6.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
1,0.6808174,0.6756318,7.0,1.0,11.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,8.0
1,2.3570068,2.280694,5.0,1.0,14.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0
1,0.5205844,0.5181698,4.0,1.0,7.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,10.0
1,2.8923926,2.4056935,9.0,,,1.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0
1,0.8291816,0.8204818,5.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0
1,0.4675449,0.4723683,5.0,1.0,11.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0
1,1.9350731,2.1256857,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,8.0
1,0.6352686,0.6366605,5.0,1.0,7.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,5.0
1,0.563808,0.5629232,4.0,1.0,7.0,3.0,4.0,,,3.0,3.0,,,5.0
1,0.1677725,0.1851665,1.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,10.0
1,0.4280815,0.3883332,10.0,1.0,8.0,4.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,0.0
1,1.0309356,1.0187436,7.0,1.0,7.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,9.0
1,0.5345236,0.5377802,8.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
1,0.8612739,0.8532655,99.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
1,0.5615213,0.5581602,7.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,9.0
1,0.4683502,0.4201483,7.0,1.0,8.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,7.0
1,0.8048413,0.8038163,3.0,1.0,11.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0
1,0.7186496,0.83165,99.0,1.0,6.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,2.0,5.0
1,0.9622509,0.9596317,2.0,1.0,7.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,6.0
1,0.7769531,0.7643076,7.0,1.0,7.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0
1,0.9196695,0.9629764,99.0,1.0,8.0,,,,,3.0,,,,
1,0.5883687,0.5893132,4.0,1.0,7.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,6.0
1,0.5775793,0.5761703,5.0,1.0,7.0,2.0,4.0,,2.0,3.0,2.0,2.0,,0.0
1,1.3869194,1.5518163,3.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,6.0
