Poids,Poids1,nou1,r36a,r36ab,ivt1_2,Q27_i2,q27_i22,q27_i18,n43_i4,n43_i6,qcb1_i3,q27_i8,q27_i17,q27_i14,q27_i23,q32
0.8813396,0.9051121,8,2,15,2,4,1,1,4,1,4,4,1,1,3,2
1.381731,1.3531598,8,2,15,3,3,1,1,1,2,1,2,2,1,1,2
1.0147488,1.0110899,7,2,15,8,2,3,1,4,2,3,1,3,2,3,3
0.9383287,1.1741426,1,1,3,4,2,4,3,4,2,3,2,2,2,2,2
0.6175603,0.6436093,10,2,15,4,2,3,1,4,1,1,5,1,2,2,2
1.096802,0.8483843,99,1,5,8,4,4,4,4,4,4,3,4,1,4,3
1.0115001,0.6873798,3,1,4,6,5,4,2,5,5,3,5,1,2,2,2
0.7988735,0.6413118,5,1,5,8,3,2,1,3,3,5,2,3,1,3,2
0.7880473,0.9812657,3,1,3,7,1,4,4,1,3,1,4,1,3,3,1
1.0522103,1.3822331,8,1,7,12,1,3,3,1,4,1,3,3,2,3,2
1.2316912,1.3628337,6,1,8,11,2,3,2,1,2,2,2,3,2,3,1
1.2216749,0.9725289,5,1,5,8,2,3,2,1,2,1,2,2,2,2,2
0.7766438,0.6343626,5,1,5,8,2,2,3,3,3,2,3,2,2,2,2
1.0439874,1.2640469,5,1,12,14,1,1,1,1,3,1,1,1,2,1,1
0.9792045,1.2276994,2,3,14,8,2,1,2,2,2,2,1,2,1,2,2
0.760408,0.5838003,5,1,5,9,2,4,1,1,2,1,4,3,4,3,2
0.869993,1.0791104,99,1,12,14,5,5,2,5,2,5,2,2,5,5,4
0.7446064,0.7576855,99,2,15,8,3,3,3,3,3,3,3,3,3,3,2
1.1476673,1.3808893,5,3,14,6,3,3,1,4,2,3,3,2,2,2,3
0.6391186,0.4393262,7,1,4,9,2,1,1,1,2,4,1,1,4,1,1
0.8633329,1.0024172,99,1,12,14,3,3,2,2,3,3,3,2,2,2,1
1.0916191,1.3375328,8,3,14,12,2,2,4,2,3,2,2,2,3,3,1
1.0280552,0.8055613,6,1,5,9,1,1,2,1,4,2,1,1,1,1,1
0.8813396,0.6995333,9,1,5,8,2,1,2,1,2,1,1,1,1,1,2
0.7531205,0.9126582,2,1,12,7,1,2,2,1,4,3,2,2,2,2,1
1.1125158,1.3636483,99,1,12,14,2,2,2,2,2,2,2,2,3,2,2
0.8501834,0.576611,8,1,4,8,1,2,2,3,3,2,2,2,2,2,2
0.9313816,0.7873005,6,1,9,12,1,1,5,5,4,2,4,2,4,1,2
1.1905426,0.936612,7,1,5,8,2,4,2,2,2,2,2,2,2,2,2
0.9594646,0.7946219,99,1,9,15,1,2,2,1,4,3,2,2,2,2,2
0.613335,0.7562038,5,1,12,14,3,3,3,1,5,3,4,2,3,2,2
1.1001532,0.9333017,8,1,9,11,1,2,2,1,4,1,4,1,3,1,2
0.9829361,1.3127609,8,1,7,13,2,2,5,2,2,1,3,1,2,3,1
1.2300112,1.3239533,5,1,8,13,3,4,4,4,2,2,3,1,4,3,1
1.3262244,1.658051,0,3,14,11,1,2,4,1,4,1,2,1,1,1,1
1.0882306,1.1941092,7,1,8,9,3,3,2,3,3,2,3,2,3,3,1
0.7880473,0.9600475,5,3,14,15,3,1,2,3,3,3,3,3,3,3,2
0.9591154,0.8154024,8,1,9,11,1,2,2,1,3,2,2,3,2,2,1
1.2510234,0.9878762,99,1,5,8,3,4,1,3,2,3,3,2,2,2,2
0.8154517,0.9717548,3,1,12,12,2,2,2,3,3,1,1,3,2,2,1
0.7560084,1.0108805,6,1,7,9,3,4,1,2,4,2,3,1,1,1,2
1.2466228,1.6594748,9,1,7,9,1,5,4,1,4,1,5,3,5,3,2
0.9863536,0.9684985,99,2,15,2,3,3,3,3,3,3,3,3,3,3,1
1.3459119,1.4008207,5,2,15,11,1,3,2,2,3,2,1,2,1,2,2
1.1466622,1.4266887,0,1,3,14,4,2,1,3,1,2,4,1,4,3,1
0.9772489,0.9810408,6,2,15,8,5,2,1,3,2,2,3,2,2,2,2
1.1326358,1.4341559,0,1,3,4,4,4,1,4,1,4,4,1,3,1,1
0.8089767,0.6852795,9,1,9,7,1,3,1,3,2,3,2,2,4,3,1
0.9099856,0.7611047,8,1,9,12,3,2,2,2,2,2,3,2,2,2,2
0.7880473,0.9812657,2,1,3,4,4,4,3,4,2,2,4,1,3,1,1
0.8580367,1.0282811,99,1,12,12,1,1,2,1,4,2,2,1,1,1,2
1.1426287,0.7682274,3,1,4,14,3,3,2,2,2,3,2,2,3,2,2
0.7196902,0.8918006,5,1,3,4,2,1,2,2,3,5,4,2,3,2,1
1.0388447,0.8195586,8,1,5,8,2,4,2,2,2,2,4,2,2,2,1
0.7093309,0.5717423,7,1,5,12,2,4,1,4,4,1,4,1,2,3,1
0.6919218,0.8758437,8,1,3,11,3,4,2,3,2,2,3,1,3,3,2
0.7308295,0.618499,7,1,9,12,1,1,1,1,1,1,1,1,1,1,1
0.7143337,0.6006858,0,1,9,11,1,1,3,1,4,1,2,1,1,1,1
0.6406978,0.4389354,0,1,1,1,3,4,2,2,2,2,3,1,2,1,1
0.784961,0.6614915,2,1,9,15,1,1,2,1,1,1,3,1,1,1,1
1.0508418,0.8432639,6,1,5,8,1,2,4,1,3,3,2,2,2,3,2
0.8793629,0.5994428,5,1,4,6,1,1,2,1,4,2,3,1,1,1,1
0.8155828,1.0256748,99,1,3,14,4,3,2,3,2,3,2,2,3,2,3
0.9065661,0.7274154,7,1,5,11,2,2,3,1,3,1,2,2,1,3,2
1.1223333,0.9623638,99,1,9,12,1,2,2,1,4,2,2,2,1,4,2
1.0115001,0.7975634,5,1,5,8,3,3,2,3,2,2,3,3,2,2,1
1.1051377,0.9204138,10,1,9,12,1,3,2,1,3,1,1,1,2,1,2
0.7196902,0.603559,7,1,9,12,3,3,3,3,3,3,2,2,2,2,2
1.1791285,0.7790442,0,1,6,11,1,2,2,1,3,1,3,1,2,1,1
1.0147488,1.0110899,99,2,15,16,2,3,3,4,1,3,2,3,3,2,2
1.2278838,1.3372754,5,1,8,3,1,1,1,1,4,1,4,1,1,4,2
0.8276357,0.6527067,8,1,5,6,4,2,1,1,2,3,2,3,3,1,2
1.0150708,0.807162,7,1,5,8,2,2,2,1,2,1,2,2,2,3,2
0.9735067,1.3201866,8,1,7,11,1,2,3,1,4,1,3,2,2,3,2
0.6224948,0.7998192,6,1,3,4,4,4,2,3,3,2,3,3,3,2,2
1.201658,1.0326912,8,1,9,11,1,3,4,1,4,1,4,3,3,3,2
1.3147973,1.3080488,4,2,15,8,3,4,3,3,3,3,2,3,3,3,2
0.6539655,0.5775456,10,1,9,11,1,1,3,1,4,1,1,4,1,3,2
0.6335593,0.8422655,5,1,7,8,3,4,5,4,2,2,2,2,2,4,2
0.7991585,0.9673005,7,3,14,8,3,2,1,1,3,4,2,4,3,2,2
1.2256845,0.9338771,5,1,5,8,2,2,3,3,2,2,1,2,3,3,2
1.2239702,1.2342076,1,2,15,3,1,2,3,1,2,1,1,2,1,1,1
1.096802,0.9080716,9,1,9,12,1,2,3,1,4,1,3,2,1,2,2
1.0761764,1.4170768,8,1,7,11,1,4,4,1,4,1,3,2,2,3,1
0.7689232,0.6652439,7,1,9,11,1,1,4,1,4,1,1,1,1,4,3
0.8762195,1.1816943,8,1,7,8,2,1,2,1,3,2,1,3,1,3,2
0.6819521,0.5679367,4,1,9,11,1,5,5,2,4,1,3,2,2,2,1
1.17646,1.1472365,3,2,15,4,2,3,3,3,3,2,3,3,2,3,2
0.891274,0.7018159,0,1,5,16,3,2,3,1,2,1,3,1,1,3,2
1.1514795,0.9035604,1,1,5,8,2,3,2,2,3,2,2,2,2,3,2
1.2713529,1.5217921,1,1,16,6,3,3,2,2,1,4,2,3,3,1,1
0.753349,0.5875443,6,1,5,8,4,4,2,3,2,3,3,3,3,2,2
0.8730438,1.0662227,4,3,14,11,1,2,1,1,4,2,2,1,4,1,1
0.8397315,1.0239283,4,1,3,4,4,3,3,4,5,2,4,3,4,2,2
1.1651299,0.8987247,10,1,5,4,4,4,1,4,1,1,4,3,1,1,1
1.0150708,1.2489423,6,3,14,8,3,2,2,2,2,2,3,2,2,3,2
0.9360319,0.9301279,6,2,15,8,2,4,2,3,2,2,2,2,2,3,1
1.0715605,0.8256798,6,1,5,8,2,4,3,1,2,2,2,3,3,4,1
0.7560084,0.5946153,5,1,5,8,3,4,1,3,2,2,2,3,3,2,2
1.2058762,1.4479339,99,1,12,14,4,4,2,3,2,3,3,3,2,3,2
1.3334621,1.1249486,6,1,9,9,1,2,4,1,3,2,1,2,3,2,2
1.096802,1.3127265,99,1,13,14,4,2,1,3,2,3,3,3,2,3,3
1.0471452,1.4165493,8,1,7,11,1,1,4,1,4,1,1,2,1,3,1
0.6969997,0.8683128,6,1,12,14,3,5,2,3,2,2,2,3,2,3,2
0.9794785,1.1806144,5,1,12,14,2,2,2,2,2,1,2,2,2,2,3
1.1514795,0.9671295,10,1,9,11,1,1,2,1,4,1,1,2,1,3,2
1.1223333,1.3912122,5,1,12,14,3,3,2,2,3,3,3,2,2,2,2
1.1012502,1.3147457,4,1,12,14,2,2,2,3,3,2,3,3,2,4,1
0.9434338,0.9549211,0,1,11,14,2,5,1,4,1,4,4,1,3,1,4
0.8762195,0.7439931,5,1,9,11,2,2,1,1,3,1,2,1,2,1,2
1.16631,1.4277103,1,1,3,7,3,4,2,3,2,3,2,2,4,2,1
0.7323129,0.5789155,0,1,5,8,4,3,1,3,2,3,4,2,4,3,1
1.0153577,1.2169826,4,1,12,14,2,2,3,3,3,2,2,2,3,3,1
1.3771155,0.9092106,3,1,6,13,2,2,1,3,1,2,1,1,1,1,2
0.8663138,1.0678039,99,1,12,8,2,1,3,3,3,2,2,3,4,3,2
1.2300112,1.222867,7,2,15,11,2,2,4,1,3,4,3,2,4,2,1
1.1795876,0.9284907,5,1,5,8,2,2,2,2,2,2,2,2,2,2,2
1.3004249,1.0855887,10,1,9,12,1,1,2,1,1,2,2,2,1,4,2
0.7560084,0.9200633,5,1,12,11,4,3,3,1,2,3,4,3,1,3,2
0.6224948,0.5413072,99,1,9,8,1,2,3,1,4,2,2,2,1,2,2
0.7420017,0.6037691,7,1,5,5,2,2,2,2,2,2,2,2,2,2,2
0.8453524,0.6977994,7,1,9,12,3,2,1,3,1,2,1,1,4,1,2
0.9596431,1.1243378,5,1,16,16,5,5,2,5,5,2,3,2,2,3,4
0.7852752,0.6130778,8,1,5,8,1,4,1,4,3,4,4,1,4,1,1
0.8586925,0.8437954,99,2,15,15,2,2,2,3,2,3,3,2,3,3,2
0.8137207,0.6835177,8,1,9,12,3,3,2,3,2,2,3,2,2,2,2
0.7852752,0.528381,8,1,4,4,4,2,2,1,2,2,2,2,1,1,1
1.1245364,1.3798021,6,1,3,9,4,4,1,4,2,4,4,2,2,2,2
0.7967852,0.6662763,5,1,9,12,3,3,3,3,3,3,3,3,3,3,2
0.9255308,1.1500477,3,1,16,16,5,4,2,5,5,3,2,2,5,2,1
1.3147476,1.3738586,8,1,11,11,2,3,2,2,3,3,2,3,3,2,1
1.0111792,0.9990662,5,2,15,14,5,5,5,5,5,5,5,5,5,5,2
1.2298357,0.7028763,8,1,2,2,1,1,1,1,1,1,2,2,2,1,1
0.6609027,0.8293839,3,1,12,4,2,2,4,4,1,1,3,2,4,2,2
0.9870259,1.165843,4,1,13,14,4,3,4,4,4,1,1,4,1,1,2
0.7538325,0.9266412,99,1,16,15,3,3,2,2,3,2,3,2,2,3,1
0.7168553,0.567957,6,1,5,14,2,3,3,2,2,2,3,3,3,3,2
0.9267601,0.9360031,8,2,15,8,3,2,3,2,3,2,2,2,2,2,2
1.3156935,1.3166716,7,2,15,9,2,2,1,2,2,2,1,2,3,1,2
0.7123716,0.564579,2,1,5,8,2,1,1,1,3,1,2,2,2,1,2
0.9436474,0.7909577,99,1,9,12,1,1,1,1,4,2,2,2,3,2,1
0.9232054,1.12728,4,1,12,12,2,4,1,2,2,2,2,2,4,3,1
0.6792567,0.8371208,10,1,16,14,4,4,2,2,2,1,2,1,2,2,1
0.89004,1.0827343,7,1,12,9,2,3,2,2,3,2,3,2,3,3,2
1.096802,1.0977075,8,2,15,12,1,3,2,2,2,2,2,3,1,2,2
1.147429,1.5178378,8,1,7,9,1,2,2,1,4,2,2,2,2,3,2
0.7472349,0.9170058,5,3,14,11,1,3,3,2,3,2,2,3,2,3,1
0.6370121,0.6751682,5,1,11,14,4,4,4,4,1,4,4,1,4,1,1
1.0706136,1.0908065,99,2,15,14,3,4,1,2,2,4,1,1,2,2,2
0.6502441,0.5199423,5,1,5,14,2,3,3,3,2,2,3,2,2,2,2
1.0559248,0.7091608,6,1,4,8,4,4,2,3,2,3,3,2,3,3,2
1.3004249,1.0855887,99,1,9,11,1,1,1,1,4,1,4,1,1,2,1
0.9738113,0.9693744,99,2,15,16,4,4,1,2,1,5,5,5,3,3,4
0.6969997,0.5611702,5,1,5,7,4,4,1,3,2,3,2,3,3,2,2
1.252583,1.0775701,9,1,9,9,1,2,4,1,4,1,1,1,1,1,2
1.0147488,1.2091422,3,3,14,15,3,3,3,4,2,3,3,2,3,3,2
0.7283435,0.9582667,9,1,7,9,1,3,2,1,2,1,2,2,1,2,2
0.8322656,0.6683918,5,1,5,9,3,2,2,3,2,2,2,2,1,4,3
1.1284357,0.9002283,4,1,5,8,3,4,2,4,1,1,1,2,2,2,1
1.0415896,0.7233325,2,1,4,7,3,4,1,3,1,3,4,2,3,2,1
0.9008623,0.7901795,10,1,9,12,1,1,4,1,4,1,2,2,3,3,2
1.0891987,0.9073188,8,1,9,12,2,5,2,2,5,1,2,2,1,2,1
0.8628582,1.1546756,8,1,7,9,1,1,3,2,4,1,4,2,3,1,2
0.6868654,0.8336804,8,1,3,4,1,2,2,2,1,2,1,2,1,2,2
1.1724757,0.9245837,99,1,5,8,2,3,2,1,5,3,5,2,5,2,2
1.3251032,1.0304905,0,1,5,14,2,2,1,4,2,2,2,3,2,2,2
0.6102943,0.3568685,0,1,2,2,3,4,1,3,1,4,3,1,3,2,1
0.7225016,0.5652642,6,1,5,8,3,3,2,1,3,3,2,2,2,2,1
1.2717385,0.9796879,99,1,5,8,2,2,2,2,2,2,3,2,2,2,1
1.0938245,0.8566567,5,1,5,8,3,3,2,3,3,3,3,2,2,3,3
1.147429,0.7694727,2,1,4,14,2,2,2,1,4,2,4,1,2,3,1
1.1244663,1.3763814,5,1,12,6,3,5,1,3,2,2,3,2,2,2,2
0.7852752,0.9486308,7,4,16,8,4,3,2,2,2,2,3,2,3,2,2
0.5493047,0.4397182,7,1,5,9,1,1,1,2,2,1,2,2,1,1,4
0.8349797,0.6637167,8,1,5,4,1,1,2,1,4,2,4,1,2,1,3
1.0331161,0.8708267,10,1,9,12,1,1,5,1,4,2,1,1,2,2,1
0.9098946,0.7581424,99,1,9,12,1,1,1,1,4,4,4,4,1,1,2
0.6969997,0.5611702,5,1,5,8,4,4,2,4,2,4,2,3,3,3,2
0.7448637,0.9289736,5,1,12,14,1,1,1,1,1,1,1,1,1,1,2
0.7250521,0.5720671,3,1,5,8,4,4,1,4,2,1,3,3,3,1,2
1.2058762,1.0016006,10,1,9,11,1,1,3,2,4,1,1,2,2,2,2
0.8632833,0.7115179,3,1,5,5,2,3,5,1,2,3,3,2,3,2,2
0.8811981,0.7457944,99,1,9,11,1,2,3,1,4,4,2,2,3,2,1
1.1014919,0.8945688,8,1,5,9,5,3,5,5,2,2,2,3,5,5,2
1.2184837,0.8068799,5,1,6,13,3,2,2,2,2,2,2,2,2,2,1
0.7760869,0.9703776,99,1,3,9,4,1,2,2,2,1,2,1,2,1,1
0.994899,0.7821717,5,1,5,4,2,2,2,2,3,3,3,2,2,2,2
0.5850072,0.7817621,10,1,7,11,1,4,3,1,3,2,1,2,2,3,1
1.1128385,1.3242254,7,3,14,15,3,4,2,3,2,2,2,3,2,2,2
0.9622368,0.8170488,9,1,9,12,1,2,2,2,2,2,3,2,2,1,1
1.1355541,0.9181505,5,1,5,4,1,1,3,1,4,4,1,1,4,3,3
1.416674,1.1208419,4,1,5,8,3,4,1,3,2,5,2,3,5,5,2
1.1461335,0.9064122,8,1,5,8,1,3,5,1,4,1,1,1,1,1,1
0.9396567,0.7312256,6,1,5,8,1,3,3,2,3,3,2,4,2,2,2
0.7872086,0.6774094,5,1,9,11,2,1,3,1,4,1,3,1,2,5,1
1.0916191,0.864416,7,1,5,8,3,2,2,2,2,2,3,3,2,3,2
0.8514713,1.0237926,5,3,14,11,3,3,2,3,2,1,1,1,2,3,2
1.0077283,0.8665906,5,1,9,12,1,1,3,1,2,1,1,2,1,2,2
0.7766438,0.6343626,5,1,5,8,5,1,3,3,3,1,2,2,2,3,2
0.8697087,1.0258836,5,1,12,14,2,3,1,3,1,1,1,4,2,1,1
0.7560084,0.8329589,5,1,8,10,2,2,1,2,5,2,2,1,2,2,2
0.9738113,1.1592555,7,3,14,14,3,4,3,3,4,2,3,1,3,3,3
0.7560084,1.0108805,7,1,7,9,1,1,2,1,3,3,2,2,1,3,2
0.7448637,0.517432,5,1,4,9,2,4,4,2,4,2,2,2,2,2,2
1.0682567,0.919629,8,1,9,12,1,1,1,1,1,1,1,1,1,1,1
0.8977042,0.5024157,8,1,2,2,1,1,1,1,2,2,2,1,2,1,3
0.9898354,0.9801543,99,2,15,16,1,2,3,2,3,1,2,1,1,3,2
1.3303132,0.8916408,9,1,4,9,1,1,4,1,1,1,4,1,1,4,1
1.0522103,1.2580539,2,1,16,6,2,3,2,1,3,2,4,2,2,1,2
0.6969997,0.8683128,99,3,14,16,2,2,2,3,2,3,3,2,2,2,2
1.0976173,0.8839307,99,1,5,8,3,4,1,3,1,3,4,3,2,3,2
0.7852752,1.0422678,8,1,7,9,1,2,1,1,1,2,2,2,1,1,2
1.2934636,1.5844797,7,1,12,14,2,2,3,3,4,2,2,2,1,2,2
1.1268445,1.3624161,10,3,14,12,1,3,2,1,3,5,3,2,2,3,2
0.9393362,0.6165653,6,1,1,3,3,1,2,1,3,3,5,1,3,3,2
0.7118348,0.6193317,10,1,9,11,1,1,2,1,4,1,3,1,4,1,1
1.0012245,1.3281454,5,1,7,8,2,1,4,5,5,1,1,3,2,2,2
0.9755715,0.9964302,99,1,11,11,1,4,1,1,4,3,2,1,4,1,1
1.1622074,1.5164663,7,1,7,10,2,3,4,1,4,3,2,1,4,3,2
0.9166294,1.1229819,6,1,13,10,2,2,2,1,2,2,2,1,3,3,2
0.8359759,1.0024253,99,1,12,14,1,2,2,2,3,1,3,2,1,1,2
1.0115001,1.23409,5,1,12,14,1,3,2,2,3,2,2,2,2,3,2
0.8548935,1.0880777,0,1,3,4,4,3,1,3,1,3,3,1,4,1,1
1.1698967,1.4516717,99,3,14,16,2,5,1,5,5,2,5,2,3,2,3
1.0307124,1.2931523,1,1,3,4,2,4,5,2,5,3,3,1,3,1,1
0.8811776,1.0525913,99,1,13,14,2,2,2,2,2,2,2,2,2,2,3
0.7446064,0.9061009,3,1,12,14,3,3,2,3,2,3,3,2,3,3,2
1.0168167,1.0180688,7,2,15,12,1,1,2,1,3,2,3,2,2,2,1
0.8276357,1.0322706,99,1,3,15,4,4,4,4,2,3,2,2,3,2,1
0.6563022,0.513295,6,1,5,9,2,4,2,4,3,2,2,2,4,2,2
1.1586964,1.4086668,99,1,12,9,2,3,3,2,3,2,2,2,2,2,2
1.1779629,0.9792325,10,1,9,12,1,1,3,1,4,2,3,1,1,2,1
0.8847401,0.7340086,99,1,9,12,1,1,2,1,4,3,2,1,3,1,1
0.7880473,0.8027959,4,2,15,8,2,3,1,4,2,3,3,3,2,3,2
1.3385803,1.1322846,10,1,9,12,1,2,3,1,3,2,2,1,3,1,1
1.0438981,1.0261601,8,2,15,8,2,1,1,4,3,3,3,3,1,2,2
0.9098661,0.8718225,6,2,15,14,2,4,2,3,2,3,3,3,2,4,2
1.1078651,1.4089097,6,1,12,8,3,2,2,2,2,3,2,2,2,3,2
0.6175603,0.4974259,3,1,5,8,2,3,2,1,3,2,1,2,1,2,2
1.0571619,0.6184661,7,1,2,14,1,2,2,1,1,3,3,3,1,2,1
0.753349,0.909122,3,1,16,6,3,4,3,3,3,3,3,2,4,3,2
0.798429,0.9911461,99,1,12,14,2,4,2,3,2,2,3,1,2,2,1
1.0621049,1.300869,99,3,14,14,3,2,3,4,2,1,1,1,1,1,1
1.0844026,1.3320993,1,1,3,2,3,3,1,4,2,3,3,2,3,2,1
0.8434073,1.0299184,6,3,14,4,2,3,3,3,2,2,2,2,3,3,2
0.7852752,0.6562104,5,1,9,12,2,2,2,2,2,2,2,3,2,2,1
0.6429595,0.4517444,4,1,4,7,2,1,1,1,2,3,4,1,1,2,1
0.7914839,0.8055267,9,2,15,14,2,1,2,1,1,1,1,1,2,1,3
1.2683725,1.0076721,7,1,5,8,3,3,2,3,3,2,2,2,3,3,1
1.1381067,1.4288538,99,1,16,16,3,4,5,3,2,5,3,2,3,1,4
1.3004249,0.7367862,8,1,2,6,1,1,2,1,1,1,1,1,1,1,1
1.0844026,1.3032949,5,1,12,14,3,2,3,2,2,2,3,2,2,2,3
0.9146116,0.7396438,5,1,5,8,2,4,2,2,2,2,3,3,2,3,1
1.0594854,1.187068,5,1,8,12,2,4,2,2,2,2,3,2,2,2,2
0.9198864,0.7648152,99,1,9,7,2,2,1,2,3,2,4,1,3,1,1
0.798429,0.9911461,8,1,12,9,2,4,4,4,2,2,2,1,4,3,1
0.6411879,0.4941896,4,1,5,11,1,2,2,2,3,1,2,2,1,2,1
1.1032215,0.866825,7,1,5,12,1,1,2,1,1,2,1,2,1,2,2
1.0765216,1.3591304,6,1,12,6,2,4,3,1,3,2,3,2,3,2,1
0.6709477,0.5821047,99,1,9,11,1,3,2,2,2,2,3,3,2,2,2
1.0971347,0.9045534,10,1,9,12,1,2,4,1,3,1,4,2,2,3,2
1.3538861,1.0655153,4,1,5,8,3,4,1,3,2,3,3,2,3,2,1
1.0215824,0.8445204,10,1,9,11,1,1,4,1,4,1,2,2,1,3,2
0.6865305,0.7013448,7,2,15,4,2,1,1,2,2,1,1,1,1,2,1
1.1680697,0.8995407,9,1,5,8,3,4,1,3,1,2,2,3,1,3,1
0.7465463,0.5004354,4,1,1,1,3,4,2,2,2,2,2,1,4,2,1
1.2196647,0.9425375,5,1,5,8,1,2,1,2,2,1,1,2,1,2,2
1.0331161,1.3831458,9,1,7,10,2,2,2,2,3,2,2,2,3,3,2
0.7560084,0.5946153,7,1,5,8,1,4,4,1,4,1,1,3,3,4,1
0.7900848,1.0193458,8,1,7,8,2,5,3,2,4,5,5,3,4,5,1
1.0621049,0.8998692,99,1,9,12,2,2,2,2,3,3,3,2,3,2,2
0.9122723,1.1294742,1,1,3,3,2,4,2,3,3,3,4,2,3,2,4
1.163331,0.9239593,4,1,5,8,3,4,3,2,2,1,1,2,3,3,2
1.0739068,0.8547257,7,1,5,8,3,1,2,5,2,2,1,2,2,2,1
0.7446064,0.9061009,99,3,14,15,4,4,4,1,1,4,3,4,4,3,3
0.9839654,0.8234832,4,1,9,12,1,1,3,1,4,1,1,1,2,1,1
0.6119944,0.5222573,6,1,9,15,1,3,1,2,4,1,2,2,3,4,2
1.0388447,1.2681237,99,1,12,16,2,3,2,3,2,2,3,1,2,3,2
0.9945095,0.9944591,9,2,15,14,2,2,2,2,2,4,3,3,2,3,2
0.8617238,0.8539504,10,2,15,12,1,1,5,1,4,1,3,5,5,1,1
1.1724757,0.9245837,5,1,5,4,2,3,3,2,2,2,3,2,2,3,2
0.5859885,0.7010597,99,4,16,16,1,5,5,5,5,5,5,5,1,1,4
0.9903037,0.7605339,7,1,5,4,1,1,3,3,2,3,2,5,2,1,1
1.0364065,0.6970414,2,1,4,7,3,4,2,3,2,3,3,2,3,1,1
0.7694598,0.6158206,6,1,5,9,5,2,2,2,2,2,2,2,3,2,1
0.6218795,0.7732744,4,1,3,4,5,4,1,5,5,5,3,2,3,3,1
0.6164023,0.5071502,7,1,5,8,2,1,1,1,3,2,3,3,2,2,2
1.16631,0.9027439,3,1,5,8,4,4,1,2,2,2,3,3,2,3,2
0.8921568,0.7674584,10,1,9,12,2,3,3,4,4,3,3,3,3,3,3
1.1117541,0.883132,7,1,5,14,2,4,2,1,3,2,3,2,2,2,2
1.0971347,1.3076404,5,1,12,14,4,2,1,4,2,2,3,3,2,2,2
0.9798579,0.7616026,1,1,5,8,4,2,1,4,1,4,3,1,1,1,2
1.2131885,0.9334586,99,1,5,15,2,4,2,2,2,1,3,2,2,3,1
1.1631668,0.92172,99,1,5,8,3,3,1,2,2,3,4,1,2,2,2
0.9515174,0.8102073,9,1,9,12,1,1,2,1,3,2,5,2,2,2,1
1.2934636,1.7408797,9,1,7,11,1,2,2,1,4,2,1,1,2,3,2
1.0985308,1.448007,10,1,7,11,1,1,4,1,4,1,3,2,2,2,2
0.7560084,0.5946153,8,1,5,11,4,1,4,4,3,2,1,1,1,2,1
1.3812597,1.6637982,7,3,14,12,5,1,2,2,3,2,2,2,2,3,2
1.0006708,1.3044949,8,1,3,12,1,2,4,1,3,3,2,1,1,1,1
0.7544572,0.5998313,9,1,5,8,3,4,2,4,2,2,3,3,2,2,2
0.4868039,0.3862855,0,1,5,8,2,4,2,2,2,2,2,2,1,2,1
1.1947801,0.9929158,9,1,9,12,2,2,2,1,2,2,2,2,2,3,2
0.9065661,0.778592,99,1,9,16,4,4,4,4,4,4,4,4,4,4,3
0.7618191,0.6175897,3,1,5,8,2,2,4,1,3,2,2,2,2,3,1
0.9308858,1.2861325,9,1,7,9,1,1,4,1,4,1,4,2,2,2,2
1.2744558,1.5668885,6,1,3,12,4,1,4,1,4,1,4,3,2,1,1
0.9330758,1.1526923,99,4,16,15,5,5,5,5,5,5,5,5,5,5,4
1.1055418,1.2104504,6,1,8,8,4,2,1,2,1,2,3,1,1,2,1
0.7560084,1.0108805,7,1,7,9,2,2,2,1,2,1,2,3,2,3,1
0.9905101,0.9866156,7,2,15,14,1,1,1,1,1,1,2,1,1,1,3
0.929354,1.1344877,99,1,12,14,1,1,1,1,3,3,2,3,1,2,2
1.2256845,1.4450115,8,3,14,15,1,2,3,2,2,1,4,2,3,3,2
1.16631,1.2645966,7,1,8,10,2,4,3,2,3,2,3,2,2,2,2
1.0320708,1.2494105,8,1,16,9,2,1,1,2,2,2,2,1,1,3,2
0.6141548,0.7640719,5,1,12,14,1,1,3,1,3,1,4,1,2,1,2
0.8247566,0.649358,9,1,5,8,2,1,1,2,1,2,1,1,2,1,1
0.7556199,0.768442,6,2,15,12,2,2,1,2,2,2,2,2,2,2,2
0.9899659,0.7566784,5,1,5,4,2,4,2,2,2,2,2,2,2,3,1
0.8204879,1.0355197,0,1,3,4,4,4,2,2,2,3,3,1,2,2,2
0.7365191,0.6052402,99,1,5,8,5,4,2,3,2,5,2,3,1,3,4
1.0860872,1.3103358,0,3,14,12,4,4,3,4,2,3,2,2,3,3,2
1.1754963,0.7743409,1,1,4,7,2,4,2,3,2,4,4,1,2,1,1
1.2683725,1.078566,10,1,9,11,1,1,3,2,2,1,2,2,2,4,1
0.7821214,0.6664762,5,1,9,9,1,1,1,1,4,2,2,2,2,1,1
1.2414075,0.8399146,4,1,4,8,3,4,1,3,2,3,3,2,2,2,2
1.0583688,1.2853992,10,3,14,8,2,4,2,2,3,1,3,3,1,3,2
1.0115001,0.7975634,10,1,5,8,2,1,2,2,5,2,3,1,2,1,2
0.7168553,0.9655598,6,1,7,8,2,2,3,2,3,2,2,2,3,2,2
1.0287795,1.2899239,4,3,14,8,1,4,1,1,3,1,4,1,3,1,1
0.9056699,0.7527516,99,1,9,12,5,2,2,5,5,5,3,5,2,5,4
1.2228874,1.5265131,2,1,3,7,2,3,2,3,2,2,4,2,2,3,2
