Poids,Poids1,nou1,r36a,r36ab,ivt1_2,Q27_i2,q27_i22,q27_i18,n43_i4,n43_i6,qcb1_i3,q27_i8,q27_i17,q27_i14,q27_i23,q32
0.9078724,1.1019852,3,4,16,8,1,2,3,1,4,2,2,1,2,1,1
1.1456479,1.2787099,8,1,8,10,1,1,1,1,3,1,1,1,1,4,2
0.8397315,0.8376991,3,2,15,6,4,4,1,4,2,3,5,2,3,1,1
1.252583,1.0775701,10,1,9,9,1,1,3,1,4,2,2,2,2,1,2
0.9374512,0.63999,2,1,4,4,4,4,1,4,1,4,4,1,3,1,1
0.7852752,0.9695967,2,1,3,7,4,4,1,4,1,4,1,2,3,3,1
0.7939541,0.9455606,5,3,14,14,3,3,2,3,2,2,2,2,3,2,1
1.2990288,1.0897646,9,1,9,9,2,2,2,1,3,2,2,1,2,3,2
1.057996,1.0598316,99,2,15,16,3,3,1,5,1,3,3,2,3,2,4
0.7967852,0.6662763,9,1,9,12,1,1,4,1,4,1,4,1,1,1,1
0.753349,0.909122,8,1,12,9,3,3,4,3,2,2,1,4,2,4,1
1.107116,1.3574023,99,3,14,12,2,3,2,2,3,3,2,2,2,2,3
1.1129919,1.1323698,7,2,15,3,1,1,1,2,1,2,2,1,1,1,2
0.9629558,0.7437578,8,1,5,4,1,3,3,3,1,3,3,4,1,3,1
1.1672728,1.206948,7,2,15,8,1,1,2,1,2,1,1,3,2,2,2
1.2256845,0.9338771,8,1,5,8,3,3,3,3,3,2,2,2,2,3,2
1.3759739,1.0633225,6,1,5,9,2,3,2,2,3,2,2,2,2,2,2
0.7852752,0.7932491,9,2,15,8,1,2,1,2,2,2,2,1,2,1,2
0.8137207,0.9881068,99,1,12,14,3,3,3,3,3,3,3,3,3,3,1
1.0115001,0.7975634,5,1,5,8,2,3,2,3,3,2,3,3,1,3,2
0.9033561,0.7017355,5,1,5,8,3,4,4,2,2,3,3,5,3,4,3
1.2256845,1.4450115,5,1,12,16,5,4,1,4,2,3,2,3,3,5,2
0.6795532,0.8112571,8,1,12,14,1,4,4,1,4,1,3,1,2,2,1
1.0641176,1.2900671,1,3,14,12,1,1,1,1,4,4,1,2,2,1,2
0.7098735,0.9274531,5,1,7,9,5,5,4,2,5,2,5,3,5,4,2
1.0033355,1.0111768,7,2,15,2,2,4,3,4,4,2,4,3,4,2,2
0.683485,0.9072529,8,1,7,11,1,1,1,1,4,2,1,4,1,4,1
0.753349,0.5063749,99,1,4,6,3,1,1,2,1,2,2,2,3,1,1
1.2940172,1.0884439,99,1,9,12,1,1,1,1,3,1,3,2,2,1,2
1.1828835,0.9063343,99,1,5,8,2,2,1,2,3,3,3,3,1,2,2
1.2256845,1.5876449,7,1,7,11,1,4,3,1,4,1,2,2,2,2,1
1.0981556,0.8609458,8,1,5,8,2,2,1,4,3,2,3,1,3,4,1
0.869993,0.7464689,6,1,9,16,1,1,2,1,4,1,3,2,2,2,2
0.7852752,1.0422678,7,1,7,8,2,4,4,2,2,2,3,5,1,4,2
1.1667447,1.2091109,7,2,15,12,2,2,1,2,2,2,2,2,2,2,2
0.8397315,0.8376991,3,2,15,4,4,4,4,4,4,1,4,4,4,4,2
0.7717841,0.6021191,99,1,5,8,2,4,1,4,3,3,3,2,2,2,2
1.0215824,1.2208556,9,3,14,11,1,1,4,1,4,2,2,2,1,2,2
1.0761764,1.4170768,8,1,7,11,1,4,4,1,4,1,3,2,2,4,1
0.9524295,1.1800895,7,1,3,8,5,5,2,1,5,2,2,5,2,1,2
0.8811776,1.0525913,99,1,12,15,2,2,2,2,2,2,2,2,3,2,3
1.0981556,0.8609458,0,1,5,8,4,3,2,4,2,3,1,1,1,2,2
0.91334,0.9050229,6,2,15,9,2,2,1,3,2,3,2,2,2,3,2
0.9929373,1.2081902,99,1,12,9,2,2,3,2,3,2,3,2,4,4,2
1.0324869,1.2583588,9,1,3,4,1,2,1,4,1,2,3,2,2,3,1
0.7967568,0.9569404,5,3,14,14,3,2,4,3,2,3,3,2,2,3,2
1.0074309,1.2332549,1,3,14,15,4,4,4,4,4,4,4,4,4,4,3
0.9130955,0.7696593,7,1,9,12,1,3,1,2,3,1,2,3,3,2,2
1.3156935,1.017615,7,1,5,8,1,2,3,3,2,2,2,2,2,2,2
0.7852752,0.4453683,9,1,2,1,4,3,5,4,1,2,2,2,3,1,2
0.704624,0.7231682,7,2,15,8,1,3,1,1,2,1,1,2,4,2,1
1.1637944,1.4180148,7,3,14,4,1,1,3,3,3,1,4,2,2,1,2
0.8575798,0.8593764,99,2,15,4,3,5,2,3,3,2,2,1,2,2,1
1.0844026,1.3320993,7,1,3,4,2,3,2,2,1,2,3,2,2,2,3
0.8438063,1.0340009,6,3,14,14,3,2,3,4,3,3,2,2,1,3,3
1.1436303,1.364468,99,3,14,4,4,1,4,4,4,2,4,3,2,3,1
0.9494297,0.9419248,6,2,15,4,3,4,3,4,2,1,3,2,2,1,2
1.0353791,1.2609158,99,1,16,16,5,5,5,5,5,5,5,5,5,5,4
1.4116906,0.9545098,3,1,4,14,3,4,5,4,2,4,4,1,4,3,2
0.7880473,0.9812657,99,1,3,4,4,4,4,4,1,3,3,1,3,1,1
0.8392012,1.0373331,7,1,3,4,4,4,1,4,2,3,2,1,3,2,3
0.7991585,0.6251436,2,1,5,4,3,3,3,3,2,3,3,2,2,3,3
1.3866086,1.6376921,9,3,14,5,4,2,2,4,4,2,1,1,2,3,4
0.7420017,0.7812048,7,2,15,4,1,1,1,1,1,1,1,1,1,1,4
0.832729,0.6691821,6,1,5,8,3,4,2,3,2,3,4,2,1,2,2
1.0315067,1.0298206,9,2,15,9,2,1,2,4,3,5,4,3,1,4,1
0.9290323,0.7062319,99,1,5,8,2,4,1,2,1,2,3,2,3,3,2
0.961046,0.7660143,99,1,5,8,2,2,3,3,2,3,2,2,1,2,1
0.7630792,0.635882,99,1,9,12,1,1,1,2,4,2,3,2,4,2,4
0.5829493,0.454376,6,1,5,8,3,3,2,4,1,2,3,3,1,3,2
1.1356616,0.9491467,9,1,9,12,1,1,1,1,3,1,2,1,4,2,1
0.9123252,0.9158691,99,2,15,12,2,2,2,2,2,2,2,2,2,2,2
0.9976318,0.9755073,0,2,15,15,4,4,1,4,1,2,4,1,3,1,2
0.9836383,1.1931152,5,1,12,11,3,3,2,2,2,3,3,2,2,2,1
0.9359086,1.1135749,99,1,12,14,4,4,1,4,1,1,1,4,1,4,1
0.7967568,0.9569404,8,3,14,8,4,2,4,3,3,4,3,1,2,1,2
0.7876423,0.8222923,2,1,11,6,3,3,3,3,3,2,3,2,3,1,2
1.0213833,0.8506109,99,1,9,12,2,1,1,4,2,2,1,2,1,2,4
1.1116961,0.8688731,5,1,5,8,3,4,2,4,2,3,3,2,1,3,2
0.6844168,0.8085664,99,3,14,15,4,4,4,4,4,4,4,4,4,4,2
0.8810346,1.0426035,10,3,14,12,1,4,4,3,4,4,3,1,4,3,2
0.8550184,1.0160528,8,3,14,11,1,2,4,1,4,1,2,2,3,2,2
1.0424092,0.6995359,0,1,4,7,5,1,1,3,2,1,2,2,1,3,4
1.1476673,1.3808893,5,1,12,14,3,2,2,2,2,3,3,3,3,2,2
0.9098661,0.7212096,8,1,9,12,3,2,1,2,3,2,3,2,3,2,2
1.040226,1.0139571,7,2,15,8,3,4,2,3,2,2,3,2,4,3,2
1.1637944,1.4180148,99,1,16,16,3,3,2,4,2,3,3,2,3,2,3
0.6406978,0.8013962,8,3,14,7,2,2,2,2,2,2,2,2,2,2,2
1.2217973,1.4410871,8,3,14,12,1,2,3,1,2,3,4,2,1,1,3
0.9914145,1.2389824,6,1,12,9,3,4,2,2,3,2,1,2,2,2,2
1.0701292,1.3068112,99,3,14,15,4,4,4,4,4,3,4,4,4,4,3
1.1562697,1.3600519,0,4,16,4,2,4,5,4,3,5,5,2,3,3,4
1.0963875,1.0862936,4,2,15,12,1,1,3,1,5,1,5,5,1,1,2
0.9383628,0.937354,99,2,15,16,3,2,1,4,3,2,3,3,2,3,2
0.9946959,1.3085465,10,1,7,11,1,3,3,1,4,1,1,1,2,2,1
1.4391196,1.2068652,99,1,9,12,2,2,2,2,2,2,2,2,2,2,2
1.0111792,0.9990662,99,2,15,14,5,4,5,3,2,2,5,5,2,3,4
0.9870259,1.165843,9,1,12,12,1,1,4,1,4,1,3,2,2,3,2
1.0149571,0.6951058,99,1,4,14,5,4,1,2,5,2,2,1,3,2,2
0.9284352,0.9381938,0,2,15,6,4,4,1,4,1,4,3,2,4,2,2
1.3478386,1.4962037,99,1,8,7,2,5,1,1,3,4,4,2,5,2,1
1.1436303,1.3946244,2,1,3,4,1,3,1,4,3,1,1,1,3,1,1
0.8976933,0.7807828,6,1,9,12,1,2,2,1,3,5,4,5,2,3,4
1.07593,1.0421406,99,2,15,1,3,3,1,3,2,1,3,1,1,1,3
1.1622074,0.8920086,99,1,5,8,3,4,3,2,3,3,2,3,3,3,2
0.7967568,0.9569404,99,3,14,14,3,2,1,4,2,2,5,2,2,3,3
1.1994046,0.8477795,5,1,4,8,3,4,1,3,2,2,2,2,2,3,2
1.0214366,1.1315145,10,1,8,10,1,1,4,1,4,1,1,1,4,1,1
0.9665861,0.7650619,10,1,5,8,1,1,1,3,2,1,4,1,2,1,1
0.9386963,0.7227543,7,1,5,8,2,2,2,2,1,2,2,2,2,2,1
0.7491669,0.4715011,99,1,6,13,1,2,3,1,3,2,3,2,2,3,3
0.891274,0.7018159,7,1,5,8,2,3,2,2,2,2,3,2,2,3,2
0.9466101,0.6247423,99,1,4,16,2,2,2,2,2,5,2,2,2,2,2
0.7199021,0.9663734,5,1,7,4,4,4,1,4,2,3,2,3,1,2,2
0.7939541,0.7906818,8,2,15,12,1,2,3,3,3,1,2,1,2,1,3
0.7013342,0.8549072,6,3,14,8,4,4,1,4,1,2,3,1,3,1,3
1.2899414,1.2836758,8,2,15,11,2,2,2,3,2,2,2,2,2,2,1
0.7852752,0.6130778,6,1,5,11,4,2,3,4,2,3,4,2,2,1,2
1.2884629,1.5653642,4,1,12,12,4,4,1,4,2,3,3,2,4,3,1
0.9360319,1.1123214,7,1,12,14,4,3,2,3,1,5,4,2,5,2,1
0.6752635,0.6755171,99,2,15,5,2,3,2,3,3,2,3,2,2,2,2
1.0096955,0.8580073,8,1,9,12,2,2,2,1,4,2,2,2,2,1,1
0.8139315,0.626156,99,1,5,16,1,4,3,1,4,2,1,1,2,1,1
0.9772489,0.9810408,4,2,15,14,4,5,1,2,5,3,2,2,1,2,3
1.1244663,1.3763814,5,3,14,12,1,2,3,1,3,1,2,1,3,2,1
0.8847196,1.0359572,2,3,14,4,3,3,4,4,3,1,3,3,2,2,2
1.1766567,0.7872685,99,1,4,16,2,3,1,3,3,3,3,2,3,2,2
0.9899659,0.7566784,4,1,5,8,3,4,1,4,4,3,3,3,3,3,2
1.040226,1.0139571,4,2,15,6,4,4,3,4,1,3,3,4,2,2,2
1.2347791,1.6189035,6,1,7,9,1,1,2,1,4,1,3,2,2,3,2
1.2078009,1.4698849,99,1,16,15,5,5,5,5,5,5,5,5,5,5,4
1.2547122,0.7076696,3,1,2,14,4,3,1,4,1,4,2,1,2,2,2
1.0115001,0.8536752,10,1,9,12,1,1,2,1,4,1,1,2,1,3,2
0.8062716,0.6746494,99,1,9,14,1,1,2,1,4,1,3,1,2,1,3
1.3009965,1.574695,99,3,14,8,3,1,4,4,2,2,2,2,1,2,3
0.9130955,0.7696593,10,1,9,11,1,1,4,1,4,1,4,2,4,2,2
0.7528382,1.0123402,7,1,7,9,3,4,2,2,2,3,3,2,3,2,1
0.8617238,0.8539504,8,2,15,8,2,2,2,3,2,3,1,3,2,2,3
0.8426958,0.8477808,7,2,15,13,2,2,3,2,2,3,2,1,1,2,2
0.8947001,0.8866223,5,2,15,14,3,2,2,3,2,2,3,2,2,2,3
0.7880473,0.6204562,7,1,5,7,2,2,4,2,3,2,2,3,3,2,2
0.5718028,0.4466006,6,1,5,8,1,2,2,1,3,1,3,2,2,2,2
0.9700822,1.1872925,5,1,12,16,2,3,1,2,3,2,2,2,2,2,1
0.7880473,1.0548115,9,1,7,11,1,2,2,1,2,2,2,2,1,2,1
0.6411879,0.6394221,99,2,15,14,2,2,2,1,3,2,2,2,3,3,1
1.0539745,1.2305465,4,1,12,7,3,4,4,3,2,3,3,2,2,2,1
1.0213833,1.2296602,3,3,14,4,3,2,4,3,3,2,3,1,4,3,2
1.1698967,1.3142387,10,1,8,9,3,1,2,1,4,3,4,4,1,4,2
0.8826927,0.8886943,7,2,15,15,2,2,2,2,2,2,1,1,3,2,2
0.7339775,0.5759162,8,1,5,9,2,2,1,1,1,1,3,3,3,2,1
0.8076004,1.00632,99,1,12,14,2,3,2,2,3,2,2,2,2,2,1
0.9792045,1.3488824,6,1,7,8,2,4,2,3,2,2,3,3,3,4,3
0.6030334,0.7948838,7,1,7,9,2,4,2,2,3,2,2,3,3,3,3
0.6883056,0.8905288,6,1,7,9,2,1,2,1,3,1,2,2,3,5,2
1.0470198,0.8368822,5,1,5,8,2,4,2,2,3,2,3,2,2,2,2
0.8755739,0.6817203,1,1,5,8,2,4,4,1,3,2,4,2,4,2,1
0.7742363,0.9272958,5,1,12,14,1,3,4,1,1,2,4,1,5,2,1
1.1622074,0.8920086,8,1,5,8,2,3,2,3,2,2,2,2,2,3,1
0.6945479,0.5544968,99,1,5,8,3,3,2,2,2,2,3,3,2,3,2
0.9255308,0.7955394,99,1,9,10,1,1,2,1,4,1,2,2,3,1,2
0.8882824,0.757112,5,1,9,9,1,5,4,1,3,1,3,1,1,4,2
1.0789046,1.444995,7,1,7,8,2,4,2,3,2,3,5,3,2,5,2
1.0971347,1.3076404,7,3,14,15,2,2,1,4,2,2,1,1,2,2,2
0.8035817,0.9697432,99,1,12,14,1,5,2,1,5,5,5,5,5,5,2
1.0822668,0.8956389,99,1,9,9,2,2,2,2,2,2,2,2,2,2,2
0.8095005,0.9909367,99,1,12,14,4,3,2,4,1,3,3,2,3,3,2
1.0601133,1.355613,5,1,3,4,2,1,2,2,2,2,2,2,3,2,2
0.6883056,0.8905288,7,1,7,9,5,4,3,2,1,1,2,4,5,4,2
0.7038099,1.5147635,6,1,10,14,2,2,3,2,2,2,3,2,2,3,2
1.1964519,1.4692001,3,1,3,4,3,4,2,3,2,2,2,2,2,2,1
0.9772489,1.1991364,8,1,3,4,3,2,3,2,2,3,3,3,3,3,2
1.1012502,0.9094684,5,1,9,15,1,4,1,1,4,1,4,4,1,1,2
0.7591392,0.9442481,0,1,12,14,1,2,2,2,4,1,4,2,1,2,2
1.0424031,0.8232179,6,1,5,9,1,1,1,1,4,2,5,1,2,2,2
1.2713529,1.5554254,5,1,3,8,4,2,2,4,1,3,3,1,3,2,1
1.0364065,1.374962,6,1,7,9,5,4,2,5,5,2,2,5,5,5,4
0.8750266,1.0983826,4,3,14,8,2,3,2,3,2,2,3,2,4,2,1
1.2481769,1.5392323,7,3,14,14,4,4,4,3,3,2,4,4,4,4,3
0.9150756,1.1187624,2,1,3,4,3,4,3,3,2,3,2,2,2,3,2
1.2256845,0.9338771,3,1,5,9,2,2,3,2,2,2,2,2,2,2,2
1.1914591,0.9201621,99,1,5,14,3,2,4,1,3,1,3,2,1,2,1
0.7603819,0.6559491,6,1,9,12,2,4,4,1,3,2,4,2,3,4,2
1.1426287,0.8913704,7,1,5,8,3,2,2,1,2,2,2,1,3,2,2
0.7491669,0.8861736,9,3,14,11,1,1,3,1,4,1,1,1,1,3,2
0.881519,1.0506591,5,1,12,6,1,1,1,1,4,1,4,3,1,2,1
1.3004249,1.6040331,2,1,3,4,2,2,2,2,3,3,2,2,3,2,1
1.2256845,1.5876449,6,1,7,9,3,2,2,4,2,2,2,1,3,2,2
0.9359086,0.7703095,8,1,9,12,1,1,2,2,4,1,2,2,1,2,1
1.049755,0.8080428,6,1,5,8,3,4,1,3,2,3,2,3,3,4,2
1.0038872,0.5721098,5,1,2,2,4,3,3,3,4,3,3,4,3,3,3
0.7446064,0.5855917,8,1,5,4,2,2,2,3,2,1,2,2,2,3,1
0.7967852,0.6662763,5,1,9,14,3,3,3,3,3,2,2,3,3,3,2
0.891274,1.0859375,3,1,13,6,2,4,2,3,3,3,3,2,3,2,1
1.2394936,0.9885275,6,1,5,8,2,2,3,2,2,2,4,3,2,3,3
0.7834541,0.7851533,10,2,15,11,1,4,4,1,4,1,3,1,1,2,1
1.0364065,1.2514359,6,3,14,11,1,2,2,1,4,1,5,2,2,3,2
1.0494688,0.8564752,7,1,9,12,1,1,1,1,2,1,2,2,1,1,1
1.0971347,1.0934545,7,2,15,12,2,1,1,2,3,2,3,2,5,2,2
0.8232383,0.6750587,9,1,9,11,1,2,4,1,4,1,2,3,2,2,2
0.8346031,1.0096651,99,1,12,14,5,2,4,2,5,5,3,5,5,3,2
0.6680748,0.5558052,10,1,9,12,1,1,3,1,4,1,4,1,2,2,1
0.5929651,0.4910488,9,1,9,12,1,2,3,1,4,1,2,2,1,2,1
1.1012502,0.8496892,5,1,5,8,4,4,2,4,2,2,3,2,2,3,2
0.9591154,0.9856859,6,2,15,1,3,3,5,4,3,4,2,4,3,3,3
0.7826801,0.6217789,6,1,5,8,5,4,3,3,2,5,5,5,3,3,4
1.1014919,0.6498564,5,1,2,2,2,4,2,1,2,3,1,2,2,3,1
0.7123716,0.564579,2,1,5,8,2,1,1,1,2,1,2,1,1,1,2
1.0179888,1.2329988,1,1,3,3,3,4,5,5,2,4,4,2,5,2,1
0.8762195,0.6950907,3,1,5,7,5,5,2,5,2,5,4,2,5,2,2
1.0522103,0.8130507,9,1,5,8,1,1,1,1,1,1,1,1,1,1,4
0.6749163,0.8314078,4,3,14,4,1,4,3,2,4,2,2,3,2,1,2
0.8035817,0.6267223,2,1,5,8,2,3,1,1,2,1,3,2,1,2,1
0.8856716,0.7473132,10,1,9,11,2,1,2,2,3,1,2,1,3,3,1
1.2298357,1.6448979,8,1,7,9,2,3,4,1,3,2,1,3,1,4,2
1.0331161,1.3831458,8,1,7,14,2,2,2,2,3,2,2,2,2,3,2
1.2394936,0.8377679,5,1,1,15,2,2,1,2,2,1,4,1,4,1,1
1.1586964,1.2753052,6,1,8,10,2,2,2,2,2,3,4,1,5,2,2
1.0522103,0.8702521,10,1,9,11,1,1,1,1,4,1,4,2,2,3,1
1.2382648,0.9960158,99,1,5,8,2,3,3,1,3,2,3,2,2,2,2
1.3256336,1.5817739,3,1,13,4,1,1,3,2,3,1,3,3,2,3,2
0.6795532,0.8913342,5,1,7,9,1,3,4,1,4,1,1,4,1,4,2
0.7345937,0.5874696,99,1,5,15,4,4,2,3,2,3,3,2,4,3,2
1.0971347,0.7283469,2,1,4,2,3,4,1,2,2,4,4,1,4,1,2
0.9894444,0.7715395,6,1,5,4,1,2,2,1,3,2,4,1,2,2,1
0.7633476,1.026961,3,1,7,9,2,1,1,3,2,1,3,2,3,4,1
0.9906781,1.1891581,8,3,14,11,3,2,2,2,2,2,2,2,2,3,2
1.0819564,1.0892245,3,2,15,12,1,3,1,1,2,2,4,1,2,2,2
1.147429,1.5178378,7,1,7,9,2,4,4,2,3,2,5,5,3,3,2
0.6081475,0.8252257,8,1,7,11,2,1,4,1,4,1,2,4,2,3,1
0.9929373,0.780825,5,1,5,8,3,3,2,2,2,3,2,2,2,2,2
1.0002636,1.0122195,7,2,15,15,3,3,3,3,3,3,3,2,2,3,2
0.829338,0.8545345,99,2,15,8,2,2,2,2,2,1,2,2,2,2,3
0.9099856,0.612842,4,1,4,8,2,4,1,5,5,3,4,3,3,1,2
0.8845756,0.7006346,5,1,5,8,5,5,2,5,2,2,2,4,2,4,2
1.0617583,1.3836608,99,1,7,9,1,2,2,1,4,1,2,2,2,2,2
0.9099856,0.7110775,8,1,5,9,3,2,3,4,2,1,4,4,1,2,1
0.7345937,0.9290966,99,1,3,10,1,1,4,3,3,2,4,1,3,2,1
0.9436474,1.0351737,99,1,8,10,2,2,2,2,2,2,2,2,2,2,1
0.6562741,0.5460775,5,1,5,8,3,4,1,3,2,2,2,3,2,4,2
1.0115001,0.7975634,8,1,5,8,1,4,1,1,2,2,4,2,2,3,2
0.8811776,0.4941762,2,1,2,7,4,3,4,4,2,3,2,3,3,2,1
0.6969997,0.4836444,99,1,4,14,1,5,1,1,1,2,1,1,5,1,1
1.0877792,0.9142284,6,1,9,9,1,1,2,1,3,2,3,3,1,3,1
1.0388447,0.8195586,99,1,5,8,5,5,5,5,5,5,3,5,5,5,2
0.6945479,0.5544968,4,1,5,8,2,2,3,2,3,2,2,3,2,2,1
0.7323129,0.8957707,5,3,14,8,2,2,2,2,2,4,2,2,2,2,2
0.6051621,0.7321787,5,1,12,15,2,4,2,2,2,2,2,2,3,3,2
1.1010077,1.3233778,3,3,14,2,2,1,5,3,2,2,1,3,2,2,2
1.0539447,0.8389217,5,1,5,8,2,3,1,3,3,3,1,2,3,2,1
1.0388447,1.393297,10,1,7,11,1,1,4,1,4,1,2,1,2,3,1
1.1806358,1.4641228,8,4,16,11,1,2,2,1,4,2,2,3,1,3,2
1.1622074,1.5164663,7,1,7,11,1,2,3,1,3,1,2,2,2,3,1
1.0115001,0.8536752,8,1,9,14,3,3,2,1,2,3,1,2,1,4,3
1.3586653,0.9293661,3,1,4,8,4,4,4,4,2,4,4,4,1,4,3
1.1010077,0.9154396,10,1,9,12,1,1,4,1,3,3,4,1,1,1,2
0.6678499,0.8362234,99,1,12,14,3,5,2,2,3,5,3,5,2,3,2
1.0877792,0.8541365,4,1,5,8,3,4,1,3,2,4,3,2,3,3,2
1.3660802,1.1320658,99,1,9,12,2,2,5,5,3,5,5,3,2,5,3
1.1653315,1.4260933,4,1,16,6,3,4,2,3,1,2,3,2,1,4,2
0.6883056,0.5238227,6,1,5,8,4,4,1,2,1,3,2,3,3,1,2
0.9313899,1.1574451,99,1,3,14,1,5,5,2,3,1,5,1,3,2,2
0.7345937,0.6288005,99,1,9,12,4,4,4,4,4,4,4,4,4,4,3
0.8234087,0.5572854,3,1,4,6,2,3,1,3,2,2,4,2,1,3,2
1.0682567,0.6241498,2,1,2,2,2,2,1,2,2,1,3,2,2,3,2
0.9894444,0.7715395,5,1,5,7,3,4,2,2,2,2,2,3,2,3,2
1.1436223,0.7980762,2,1,4,6,2,3,2,3,2,3,3,2,4,3,2
1.0761764,1.3182725,4,1,3,14,1,1,1,1,4,1,3,2,2,2,1
1.1012502,0.9094684,10,1,9,12,1,1,2,1,4,2,1,1,3,1,1
1.1223333,0.7748959,1,1,4,7,2,2,1,1,2,3,3,2,2,1,1
0.8782237,0.5796124,1,1,4,16,1,3,1,3,2,2,3,1,3,2,2
0.7422517,0.9862545,8,1,7,9,2,4,2,2,2,2,1,4,3,2,2
0.9436474,0.7389682,6,1,5,8,3,1,1,2,2,2,3,1,1,1,2
0.9464911,0.8176025,7,1,9,12,1,1,1,1,4,1,2,2,2,3,2
0.6945479,0.857987,99,3,14,15,3,4,2,3,2,5,3,2,4,1,3
0.6562741,0.5460775,7,1,5,11,1,4,1,1,4,2,2,3,1,4,1
1.0364065,1.2514359,2,3,14,15,1,3,2,2,4,2,2,2,3,2,1
0.6749163,0.5373194,7,1,5,8,3,2,2,2,3,2,3,2,3,2,1
1.1166129,1.4865909,7,1,7,1,2,3,1,2,2,3,3,1,1,3,2
0.9374512,0.7948205,3,1,9,11,1,1,4,1,4,1,4,2,2,3,2
1.1724757,0.7968524,5,1,4,7,2,1,2,2,3,1,2,2,2,1,2
0.9863536,1.1838057,99,1,3,15,4,4,1,4,1,4,4,1,3,2,2
0.6766794,0.5188031,4,1,5,8,3,2,2,2,3,2,2,1,1,2,2
0.8076004,0.650361,99,1,5,8,3,3,2,3,2,3,3,2,3,2,2
0.9899659,0.8099138,3,1,9,13,2,2,1,1,1,1,1,1,1,3,2
0.8695994,1.1877513,7,1,7,9,2,1,4,1,3,1,2,3,2,4,2
0.7345937,0.6288005,10,1,9,12,2,2,2,2,2,2,2,2,2,2,1
1.2717385,0.9796879,5,1,5,8,3,4,2,4,2,3,3,3,2,4,2
0.8076004,0.6961166,10,1,9,11,1,2,2,1,4,1,2,2,2,2,1
0.8753756,0.6639171,6,1,5,8,5,4,5,5,2,2,4,5,2,5,4
1.011786,1.3212072,7,1,7,9,1,1,4,1,3,1,1,3,2,3,2
1.167661,1.4719619,7,1,3,3,3,3,2,3,2,3,3,3,3,3,2
0.5859885,0.4849544,10,1,9,12,1,1,2,1,4,1,3,1,3,2,2
1.1586964,0.9744379,6,1,9,11,3,4,1,3,2,2,4,2,2,3,1
1.1205807,0.8620764,5,1,5,14,2,2,2,2,2,2,2,2,1,2,2
0.8762195,0.7439931,10,1,9,12,1,1,1,1,4,1,4,1,1,4,2
0.8714038,0.8746603,7,2,15,1,4,4,3,3,1,2,1,1,1,4,2
1.3780217,0.9495026,2,1,4,7,4,4,2,4,2,3,4,2,3,2,2
1.3411773,1.1450396,99,1,9,14,1,4,2,1,3,1,4,1,1,1,1
0.7196902,0.5638872,3,1,5,8,2,3,3,3,2,1,2,2,1,1,2
1.0038872,1.2185893,5,1,12,16,2,3,2,3,2,2,2,2,2,3,2
1.2058762,1.0016006,5,1,9,12,1,1,4,3,3,2,1,1,2,2,1
1.1395994,1.4157901,7,1,12,15,4,4,4,1,2,4,4,2,2,3,2
0.9591154,1.2951148,7,1,7,8,2,4,2,2,3,1,2,2,3,4,2
0.6635163,0.5696108,5,1,9,12,2,2,2,2,3,2,3,3,2,4,2
1.0971347,0.9045534,8,1,9,11,1,1,1,1,4,1,1,1,1,1,2
0.7900848,0.493632,3,1,6,16,2,3,2,2,3,2,2,2,3,2,2
0.840336,0.6487908,5,1,5,14,2,2,2,1,3,3,3,2,1,1,1
1.0753486,0.8484477,8,1,5,8,2,4,2,1,3,1,3,2,1,4,2
0.9667301,0.7959617,10,1,9,12,1,1,1,1,4,1,1,1,1,1,1
0.7371869,0.512404,3,1,4,15,3,3,3,3,3,3,3,3,3,3,1
1.1001532,1.1282065,8,2,15,8,2,5,1,2,1,2,2,1,1,2,3
0.8426958,1.0362513,7,1,3,4,1,2,1,2,2,2,2,1,2,1,2
1.2293816,0.9918905,6,1,5,14,3,3,2,2,2,2,2,1,3,2,1
0.9099856,0.7110775,99,1,5,8,2,4,1,2,2,5,5,4,3,4,2
1.2538356,0.9935616,5,1,5,14,2,4,2,2,2,2,2,2,2,2,2
0.929354,1.1344877,99,1,12,14,1,1,1,1,4,1,2,1,1,2,2
0.9393362,1.1505876,8,1,3,4,1,1,1,1,1,1,1,1,1,1,1
1.2438982,0.974556,99,1,5,8,5,4,5,5,5,5,5,2,3,2,1
0.7793701,0.9520138,99,3,14,15,2,2,5,5,5,2,2,2,2,2,1
0.7396407,0.9745261,9,1,7,11,1,2,3,1,4,1,1,1,1,2,2
1.0753486,0.8484477,99,1,5,8,3,3,3,2,2,3,3,2,2,3,2
1.0677911,0.7031496,9,1,4,11,1,4,4,1,4,1,1,2,2,2,2
1.0522103,1.05199,99,2,15,14,2,4,4,4,4,4,3,2,3,2,3
1.0530231,1.1613425,7,1,8,10,2,5,1,1,5,1,1,1,4,1,1
1.4499066,1.7183416,99,3,14,15,1,3,4,3,1,1,3,2,4,3,2
1.2256845,0.9338771,99,1,5,8,3,4,1,3,1,4,3,2,4,3,2
1.0287795,0.8336475,5,1,5,14,3,4,4,3,4,3,3,3,3,3,2
1.2087328,0.9489568,99,1,5,14,2,1,2,2,3,2,3,1,1,1,1
0.5164766,0.6877781,9,1,7,11,2,3,4,1,2,1,2,3,2,4,2
1.040557,0.8456367,99,1,5,14,2,2,1,2,2,2,4,2,3,2,2
1.0294579,0.8252513,6,1,5,8,2,2,2,2,4,2,4,3,2,2,2
1.0082198,0.6785855,3,1,4,9,2,4,1,2,3,4,2,1,4,2,1
