cycle,section,label,official_url,status,size_mb,access_url
PISA 2009 ERA,SAS Control Files,Syntax to read in scored cognitive and attitude item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2009-datasets/pisa-2009-era-datasets/sas-and-spss-control-files/PISA2009_SAS_ERA_scored_cognitive_item.txt,direct,0.03,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2009-datasets/pisa-2009-era-datasets/sas-and-spss-control-files/PISA2009_SAS_ERA_scored_cognitive_item.txt
PISA 2009 ERA,SPSS Control Files,Syntax to read in student questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2009-datasets/pisa-2009-era-datasets/sas-and-spss-control-files/ERA_STQ09_SPSS_June11.sps,blocked,,
PISA 2009 ERA,SPSS Control Files,Syntax to read in school questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2009-datasets/pisa-2009-era-datasets/sas-and-spss-control-files/ERA_SCQ09_SPSS_June11.sps,blocked,,
PISA 2009 ERA,SPSS Control Files,Syntax to read in cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2009-datasets/pisa-2009-era-datasets/sas-and-spss-control-files/ERA_COG09_TD_SPSS_June11.sps,blocked,,
PISA 2009 ERA,SPSS Control Files,Syntax to read in scored cognitive and attitude item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2009-datasets/pisa-2009-era-datasets/sas-and-spss-control-files/ERA_COG09_S_SPSS_June11.sps,blocked,,
PISA 2009 ERA,Data sets in TXT format,Student questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2009-datasets/pisa-2009-era-datasets/data-sets-in-txt-format/ERA_STQ09_June11.zip,wayback,27.16,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/ERA_STQ09_June11.zip
PISA 2009 ERA,Data sets in TXT format,School questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2009-datasets/pisa-2009-era-datasets/data-sets-in-txt-format/ERA_SCQ09_June11.zip,wayback,0.32,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/ERA_SCQ09_June11.zip
PISA 2009 ERA,Data sets in TXT format,Cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2009-datasets/pisa-2009-era-datasets/data-sets-in-txt-format/ERA_COG09_TD_June11.zip,wayback,6.13,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/ERA_COG09_TD_June11.zip
PISA 2009 ERA,Data sets in TXT format,Scored cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2009-datasets/pisa-2009-era-datasets/data-sets-in-txt-format/ERA_COG09_S_June11.zip,wayback,3.12,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/ERA_COG09_S_June11.zip
PISA 2009 ERA,Data sets in TXT format,Indices file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2009-datasets/pisa-2009-era-datasets/sas-and-spss-control-files/ERA_Navigation_Indices.zip,wayback,1.01,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/ERA_Navigation_Indices.zip
PISA 2006,SAS Control Files,Syntax to read in student questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SAS_student.sas,blocked,,
PISA 2006,SAS Control Files,Syntax to read in school questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SAS_school.sas,blocked,,
PISA 2006,SAS Control Files,Syntax to read in parent questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SAS_parent.sas,wayback,0.11,https://web.archive.org/web/2025id_/https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SAS_parent.sas
PISA 2006,SAS Control Files,Syntax to read in cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SAS_cognitive_item.sas,blocked,,
PISA 2006,SAS Control Files,Syntax to read in scored cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SAS_scored_cognitive_item.sas,blocked,,
PISA 2006,SPSS Control Files,Syntax to read in student questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SPSS_student.txt,direct,0.18,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SPSS_student.txt
PISA 2006,SPSS Control Files,Syntax to read in school questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SPSS_school.txt,direct,0.07,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SPSS_school.txt
PISA 2006,SPSS Control Files,Syntax to read in parent questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SPSS_parent.txt,direct,0.06,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SPSS_parent.txt
PISA 2006,SPSS Control Files,Syntax to read in cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SPSS_cognitive_item.txt,direct,0.1,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SPSS_cognitive_item.txt
PISA 2006,SPSS Control Files,Syntax to read in scored cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SPSS_scored_cognitive_item.txt,direct,0.05,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/sas-and-spss-control-files/PISA2006_SPSS_scored_cognitive_item.txt
PISA 2006,Data sets in TXT format,Student questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/data-sets-in-txt-format/INT_Stu06_Dec07.zip,wayback,147.26,https://web.archive.org/web/2020id_/http://www.oecd.org/pisa/pisaproducts/INT_Stu06_Dec07.zip
PISA 2006,Data sets in TXT format,School questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/data-sets-in-txt-format/INT_Sch06_Dec07.zip,wayback,1.32,https://web.archive.org/web/2025id_/https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/data-sets-in-txt-format/INT_Sch06_Dec07.zip
PISA 2006,Data sets in TXT format,Parent questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/data-sets-in-txt-format/INT_Par06_Dec07.zip,wayback,3.12,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/INT_Par06_Dec07.zip
PISA 2006,Data sets in TXT format,Cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/data-sets-in-txt-format/INT_Cogn06_T_Dec07.zip,wayback,36.96,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/INT_Cogn06_T_Dec07.zip
PISA 2006,Data sets in TXT format,Scored cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/data-sets-in-txt-format/INT_Cogn06_S_Dec07.zip,wayback,21.17,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/INT_Cogn06_S_Dec07.zip
PISA 2006,Data sets in TXT format,Data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/cbas-data/Comp_ICT06_Dec07.doc,direct,0.99,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2006-datasets/cbas-data/Comp_ICT06_Dec07.doc
PISA 2003,SAS Control Files,Syntax to read in student questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/sas-and-spss-control-files/PISA2003_SAS_student.sas,blocked,,
PISA 2003,SAS Control Files,Syntax to read in school questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/sas-and-spss-control-files/PISA2003_SAS_school.sas,blocked,,
PISA 2003,SAS Control Files,Syntax to read in cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/sas-and-spss-control-files/PISA2003_SAS_cognitive_item.sas,blocked,,
PISA 2003,SPSS Control Files,Syntax to read in student questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/sas-and-spss-control-files/PISA2003_SPSS_student.txt,direct,0.14,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/sas-and-spss-control-files/PISA2003_SPSS_student.txt
PISA 2003,SPSS Control Files,Syntax to read in school questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/sas-and-spss-control-files/PISA2003_SPSS_school.txt,direct,0.08,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/sas-and-spss-control-files/PISA2003_SPSS_school.txt
PISA 2003,SPSS Control Files,Syntax to read in cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/sas-and-spss-control-files/PISA2003_SPSS_cognitive_item.txt,direct,0.01,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/sas-and-spss-control-files/PISA2003_SPSS_cognitive_item.txt
PISA 2003,Data sets in TXT format,Student questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/data-sets-in-txt-formats/INT_stui_2003_v2.zip,wayback,97.96,https://web.archive.org/web/2025id_/https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/data-sets-in-txt-formats/INT_stui_2003_v2.zip
PISA 2003,Data sets in TXT format,School questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/data-sets-in-txt-formats/INT_schi_2003.zip,wayback,1.21,https://web.archive.org/web/2020id_/http://www.oecd.org/pisa/pisaproducts/INT_schi_2003.zip
PISA 2003,Data sets in TXT format,Cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2003-datasets/data-sets-in-txt-formats/INT_cogn_2003.zip,wayback,9.46,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/INT_cogn_2003.zip
PISA 2000,SAS Control Files,Syntax to read in cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA-2000-SAS-control-file-for-the-cognitive-item-data-file.sas,blocked,,
PISA 2000,SAS Control Files,Syntax to read in school questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SAS_school_questionnaire.sas,blocked,,
PISA 2000,SAS Control Files,Syntax to read in student questionnaire and mathematic achievement data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SAS_student_mathematics.sas,blocked,,
PISA 2000,SAS Control Files,Syntax to read in student questionnaire and reading achievement data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SAS_student_reading.sas,blocked,,
PISA 2000,SAS Control Files,Syntax to read in student questionnaire and science achievement data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SAS_student_science.sas,blocked,,
PISA 2000,SPSS Control Files,Syntax to read in cognitive item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SPSS_cognitive_item.txt,direct,0.02,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SPSS_cognitive_item.txt
PISA 2000,SPSS Control Files,Syntax to read in school questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SPSS_school_questionnaire.txt,direct,0.02,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SPSS_school_questionnaire.txt
PISA 2000,SPSS Control Files,Syntax to read in student questionnaire and mathematic achievement data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SPSS_student_mathematics.txt,direct,0.04,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SPSS_student_mathematics.txt
PISA 2000,SPSS Control Files,Syntax to read in student questionnaire and reading achievement data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SPSS_student_reading.txt,direct,0.04,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SPSS_student_reading.txt
PISA 2000,SPSS Control Files,Syntax to read in student questionnaire and science achievement data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SPSS_student_science.txt,direct,0.04,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/sas-and-spss-control-files/PISA2000_SPSS_student_science.txt
PISA 2000,Data sets in TXT format,Manual for the PISA 2000 Database,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/data-sets-in-txt-formats/PISAMANUAL1020517.zip,wayback,0.99,https://web.archive.org/web/2022id_/https://www.oecd.org/pisa/pisaproducts/PISAMANUAL1020517.zip
PISA 2000,Data sets in TXT format,Test item response data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/data-sets-in-txt-formats/intcogn_v4.zip,wayback,8.09,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/intcogn_v4.zip
PISA 2000,Data sets in TXT format,School questionnaire data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/data-sets-in-txt-formats/intscho.zip,wayback,0.87,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/intscho.zip
PISA 2000,Data sets in TXT format,Student questionnaire and mathematic achievement data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/data-sets-in-txt-formats/intstud_math.zip,wayback,36.77,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/intstud_math.zip
PISA 2000,Data sets in TXT format,Student questionnaire and reading achievement data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/data-sets-in-txt-formats/intstud_read.zip,wayback,54.9,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/intstud_read.zip
PISA 2000,Data sets in TXT format,Student questionnaire and science achievement data file,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/data-sets-in-txt-formats/intstud_scie.zip,wayback,33.14,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/intstud_scie.zip
PISA 2000,Data sets in TXT format,"Economic, social and cultural status (ESCS) data files",https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa/pisa-2000-datasets/PISA2000_ESCS.zip,wayback,3.75,https://web.archive.org/web/2023id_/https://www.oecd.org/pisa/pisaproducts/PISA2000_ESCS.zip
PISA for Development,SAS Data Files (Compressed),School questionnaire Data File,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa-d/SCH_QQQ_sas.zip,blocked,,
PISA for Development,SAS Data Files (Compressed),Teacher questionnaire Data File,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa-d/TCH_QQQ_sas.zip,blocked,,
PISA for Development,SAS Data Files (Compressed),Cognitive item Data File,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa-d/STU_COG_sas.zip,blocked,,
PISA for Development,SAS Data Files (Compressed),"Individual respondent, parent/guardian, interviewer household observation questionnaire Data File",https://webfs.oecd.org/pisad/CY1MDCI_QQQ.zip,direct,2.98,https://webfs.oecd.org/pisad/CY1MDCI_QQQ.zip
PISA for Development,SAS Data Files (Compressed),Cognitive item Data File,https://webfs.oecd.org/pisad/CY1MDCI_COG.zip,direct,3.82,https://webfs.oecd.org/pisad/CY1MDCI_COG.zip
PISA for Development,SAS Data Files (Compressed),Questionnaire timing Data File,https://webfs.oecd.org/pisad/CY1MDCI_TIM.zip,direct,1.51,https://webfs.oecd.org/pisad/CY1MDCI_TIM.zip
PISA for Development,SPSS Data Files (Compressed),Student questionnaire Data File,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa-d/STU_QQQ_spss.zip,blocked,,
PISA for Development,SPSS Data Files (Compressed),School questionnaire Data File,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa-d/SCH_QQQ_spss.zip,blocked,,
PISA for Development,SPSS Data Files (Compressed),Teacher questionnaire Data File,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa-d/TCH_QQQ_spsss.zip,blocked,,
PISA for Development,SPSS Data Files (Compressed),Cognitive item Data File,https://www.oecd.org/content/dam/oecd/en/data/datasets/pisa-d/STU_COG_spss.zip,blocked,,
PISA for Development,SPSS Data Files (Compressed),"Individual respondent, parent/guardian, interviewer household observation questionnaire Data File",https://webfs.oecd.org/pisad/CY1MDCI_QQQ_SAV.zip,direct,2.13,https://webfs.oecd.org/pisad/CY1MDCI_QQQ_SAV.zip
PISA for Development,SPSS Data Files (Compressed),Cognitive item Data File,https://webfs.oecd.org/pisad/CY1MDCI_COG_SAV.zip,direct,4.05,https://webfs.oecd.org/pisad/CY1MDCI_COG_SAV.zip
PISA for Development,SPSS Data Files (Compressed),Questionnaire timing Data File,https://webfs.oecd.org/pisad/CY1MDCI_TIM_SAV.zip,direct,1.43,https://webfs.oecd.org/pisad/CY1MDCI_TIM_SAV.zip
